STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,TRADE_FLOW,Trade flow,END_USE,End-use,PRODUCT,Product,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SAU,Saudi Arabia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",PNG,Papua New Guinea,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",BIH,Bosnia and Herzegovina,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",KHM,Cambodia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SGP,Singapore,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SWE,Sweden,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",ZWE,Zimbabwe,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",GUY,Guyana,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",DNK,Denmark,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",IRQ,Iraq,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",AUS,Australia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",ARG,Argentina,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",RUS,Russia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",FRA,France,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",IND,India,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",CYP,Cyprus,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",JPN,Japan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",MAC,Macau (China),USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",ISL,Iceland,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",LAO,Lao People’s Democratic Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",ECU,Ecuador,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",CIV,Côte d’Ivoire,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",BGR,Bulgaria,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",LKA,Sri Lanka,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",HKG,Hong Kong (China),USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",BOL,Bolivia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",LBY,Libya,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",VCT,Saint Vincent and the Grenadines,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",HRV,Croatia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",CAF,Central African Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",ZMB,Zambia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",LCA,Saint Lucia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",PHL,Philippines,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",TUR,Türkiye,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",DOM,Dominican Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SVK,Slovak Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SYR,Syrian Arab Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SRB,Serbia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",KAZ,Kazakhstan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",BTN,Bhutan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SUR,Suriname,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",NIC,Nicaragua,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",MAR,Morocco,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",MOZ,Mozambique,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",MUS,Mauritius,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",JAM,Jamaica,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",BLR,Belarus,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C265,"Measuring, testing and navigating equipment; watches and clocks",SLB,Solomon Islands,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BDI,Burundi,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LVA,Latvia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MLT,Malta,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BLR,Belarus,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,PLW,Palau,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,ECU,Ecuador,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,NAM,Namibia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,VNM,Viet Nam,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MRT,Mauritania,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,PRT,Portugal,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,ARG,Argentina,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LUX,Luxembourg,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,POL,Poland,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,NOR,Norway,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TUR,Türkiye,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,KHM,Cambodia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,UZB,Uzbekistan,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CZE,Czechia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SEN,Senegal,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MNE,Montenegro,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MLI,Mali,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,NRU,Nauru,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,HTI,Haiti,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,DZA,Algeria,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,VCT,Saint Vincent and the Grenadines,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LKA,Sri Lanka,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LBY,Libya,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TUV,Tuvalu,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MOZ,Mozambique,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SWE,Sweden,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LTU,Lithuania,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,W_X,World unspecified,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,GEO,Georgia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SRB,Serbia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MMR,Myanmar,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,DEU,Germany,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,DOM,Dominican Republic,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,X,Exports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CHE,Switzerland,USD,US dollar,2022,,0,,3,Thousands
