STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,TRADE_FLOW,Trade flow,END_USE,End-use,PRODUCT,Product,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MSR,Montserrat,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LTU,Lithuania,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,IDN,Indonesia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LVA,Latvia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LAO,Lao People’s Democratic Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,GRC,Greece,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SEN,Senegal,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LUX,Luxembourg,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SLE,Sierra Leone,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BLZ,Belize,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TKM,Turkmenistan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SAU,Saudi Arabia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BLR,Belarus,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BGR,Bulgaria,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TTO,Trinidad and Tobago,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,FRA,France,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MLT,Malta,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,NZL,New Zealand,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TUN,Tunisia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CAN,Canada,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,JOR,Jordan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CIV,Côte d’Ivoire,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,HTI,Haiti,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,NOR,Norway,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,KNA,Saint Kitts and Nevis,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SRB,Serbia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,ISL,Iceland,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CHL,Chile,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CZE,Czechia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,HUN,Hungary,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,FIN,Finland,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BEL,Belgium,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,IRL,Ireland,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MAR,Morocco,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TGO,Togo,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SVK,Slovak Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MRT,Mauritania,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,VNM,Viet Nam,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MDV,Maldives,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SGP,Singapore,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SLV,El Salvador,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LKA,Sri Lanka,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,NAM,Namibia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SWE,Sweden,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CRI,Costa Rica,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CHN,China (People’s Republic of),USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,VEN,Venezuela,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,PRY,Paraguay,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,PHL,Philippines,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MWI,Malawi,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,HRV,Croatia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,NLD,Netherlands,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,W_X,World unspecified,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,KGZ,Kyrgyzstan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MNE,Montenegro,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TLS,Timor-Leste,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,ITA,Italy,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,EST,Estonia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MOZ,Mozambique,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,GAB,Gabon,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,AUT,Austria,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,AFG,Afghanistan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,PAN,Panama,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,IND,India,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,HKG,Hong Kong (China),USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,PAK,Pakistan,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MAC,Macau (China),USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BRB,Barbados,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,ROU,Romania,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,DOM,Dominican Republic,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,DNK,Denmark,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CHE,Switzerland,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,PYF,French Polynesia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,RUS,Russia,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MDA,Moldova,USD,US dollar,2021,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,MSR,Montserrat,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LTU,Lithuania,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,IDN,Indonesia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LVA,Latvia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LAO,Lao People’s Democratic Republic,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,OMN,Oman,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,LUX,Luxembourg,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SEN,Senegal,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,GRC,Greece,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SAU,Saudi Arabia,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,TKM,Turkmenistan,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BLZ,Belize,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,SLE,Sierra Leone,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,BLR,Belarus,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,CIV,Côte d’Ivoire,USD,US dollar,2022,,0,,3,Thousands
DATAFLOW,OECD.STI.PIE:DSD_BTIGE@DF_BTIGE(1.0),Bilateral Trade in goods by end-use,I,A,Annual,TWN,Chinese Taipei,M,Imports,MIXED,Mixed end-use products,CPA_2_1_C261,Electronic components and boards,URY,Uruguay,USD,US dollar,2022,,0,,3,Thousands
