layer,reporter_code,reporter,partner_code,partner,trade_value_usd,weight_marketshare,source,weight_binary,weight_log,from,to
layer2_backend,FIN,Finland,JPN,Japan,3726806.497,1.9982142094203594e-5,Comtrade,1,15.131062526201763,FIN,JPN
layer2_backend,FIN,Finland,MEX,Mexico,104413241.459,4.894180971276482e-4,Comtrade,1,18.46386706884587,FIN,MEX
layer2_backend,FIN,Finland,MYS,Malaysia,5727098.695,0.001049947835958543,Comtrade,1,15.560719799116917,FIN,MYS
layer2_backend,FIN,Finland,NLD,Netherlands,2068555.023,6.38063594859883e-6,Comtrade,1,14.542361348394047,FIN,NLD
layer2_backend,FIN,Finland,NOR,Norway,4690053.246,0.0013979016486652266,Comtrade,1,15.360954706666874,FIN,NOR
layer2_backend,FIN,Finland,SGP,Singapore,4749304.08,0.0014155617548919587,Comtrade,1,15.373508866360721,FIN,SGP
layer2_backend,FIN,Finland,SWE,Sweden,11463323.111,0.003416719903919209,Comtrade,1,16.25466328923289,FIN,SWE
layer2_backend,FIN,Finland,THA,Thailand,5043574.307,8.218793405298395e-4,Comtrade,1,15.433625774861538,FIN,THA
layer2_backend,FIN,Finland,TWN,Chinese Taipei,893829313,5.004186713409636e-4,OECD_BTIGE,1,20.611025390972134,FIN,TWN
layer2_backend,FIN,Finland,USA,USA,5804853.699,8.258653766177187e-4,Comtrade,1,15.574205142482175,FIN,USA
layer2_backend,FIN,Finland,VNM,Viet Nam,311013644.865,0.0012002344456555952,Comtrade,1,19.555347346560346,FIN,VNM
layer2_backend,FRA,France,AUT,Austria,60510539.695,0.001127605461865793,Comtrade,1,17.918328134189057,FRA,AUT
layer2_backend,FRA,France,BEL,Belgium,2727290361.2739997,0.01664755374596086,Comtrade,1,21.726574411956424,FRA,BEL
layer2_backend,FRA,France,CAN,Canada,8939692.425,4.962726566795001e-4,Comtrade,1,16.0060118540561,FRA,CAN
layer2_backend,FRA,France,CHE,Switzerland,31034815.886,0.005532413978873744,Comtrade,1,17.25062025757082,FRA,CHE
layer2_backend,FRA,France,CHN,China,157285398.035,0.022775956743538252,Comtrade,1,18.873572541310832,FRA,CHN
layer2_backend,FRA,France,CZE,Czechia,138865054.204,0.004217228828510209,Comtrade,1,18.749013193667803,FRA,CZE
layer2_backend,FRA,France,DEU,Germany,3353414128.945,0.054291209972927315,Comtrade,1,21.933244807076626,FRA,DEU
layer2_backend,FRA,France,DNK,Denmark,12800065.293,4.0566831772602234e-4,Comtrade,1,16.36496090801706,FRA,DNK
layer2_backend,FRA,France,FIN,Finland,45959340.5,1.9556995179254664e-4,Comtrade,1,17.643267683165945,FRA,FIN
layer2_backend,FRA,France,GBR,United Kingdom,84805227.84300001,0.01029182130852917,Comtrade,1,18.255867759745612,FRA,GBR
layer2_backend,FRA,France,HKG,"China, Hong Kong SAR",147821624.131,0.025210259418483063,Comtrade,1,18.81151686924651,FRA,HKG
layer2_backend,FRA,France,HUN,Hungary,265534912.974,0.003586000351167597,Comtrade,1,19.397256892727473,FRA,HUN
layer2_backend,FRA,France,IND,India,40370936.395,7.608222006793581e-4,Comtrade,1,17.513620712648716,FRA,IND
layer2_backend,FRA,France,IRL,Ireland,33048279.07,0.001089799496175671,Comtrade,1,17.313480082665773,FRA,IRL
layer2_backend,FRA,France,ISR,Israel,12301814.156,0.0010095531388225746,Comtrade,1,16.32525738311326,FRA,ISR
layer2_backend,FRA,France,ITA,Italy,310375453.62600005,0.008289556348896417,Comtrade,1,19.553293266555123,FRA,ITA
layer2_backend,FRA,France,JPN,Japan,23538252.187000003,6.215527931944669e-4,Comtrade,1,16.974137450883262,FRA,JPN
layer2_backend,FRA,France,KOR,Rep. of Korea,242511298.10400003,0.0015044589847888598,Comtrade,1,19.30655886149963,FRA,KOR
layer2_backend,FRA,France,MEX,Mexico,23187114.558,3.741320833974915e-4,Comtrade,1,16.95910731848559,FRA,MEX
layer2_backend,FRA,France,MYS,Malaysia,116210152.27000001,9.637349995629014e-4,Comtrade,1,18.570910776103617,FRA,MYS
layer2_backend,FRA,France,NLD,Netherlands,873320714.571,0.013788482826909445,Comtrade,1,20.58781341812747,FRA,NLD
layer2_backend,FRA,France,NOR,Norway,2253733.862,6.717404080709339e-4,Comtrade,1,14.628099336671783,FRA,NOR
layer2_backend,FRA,France,PHL,Philippines,38439731.319,1.2992814382287884e-4,Comtrade,1,17.4646021784365,FRA,PHL
layer2_backend,FRA,France,SGP,Singapore,511253682.186,0.002716694001650412,Comtrade,1,20.05237646957113,FRA,SGP
layer2_backend,FRA,France,SWE,Sweden,69673006.906,0.009166601766014245,Comtrade,1,18.059323539692834,FRA,SWE
layer2_backend,FRA,France,THA,Thailand,15336923.802,1.0557349308193165e-4,Comtrade,1,16.545773864575974,FRA,THA
layer2_backend,FRA,France,TWN,Chinese Taipei,9717562235,0.00544046778460467,OECD_BTIGE,1,22.997200625198058,FRA,TWN
layer2_backend,FRA,France,USA,USA,228330509.23199993,0.010050605590135316,Comtrade,1,19.24630474353451,FRA,USA
layer2_backend,FRA,France,VNM,Viet Nam,6112461.229,2.476996980096716e-5,Comtrade,1,15.625840233441469,FRA,VNM
layer2_backend,GBR,United Kingdom,AUT,Austria,14769147.811999999,7.986061881159224e-4,Comtrade,1,16.50805102332762,GBR,AUT
layer2_backend,GBR,United Kingdom,BEL,Belgium,20710096.645999998,0.001135605010716335,Comtrade,1,16.84613194828098,GBR,BEL
layer2_backend,GBR,United Kingdom,CAN,Canada,24915831.606000002,4.2303580299095595e-4,Comtrade,1,17.031014007000003,GBR,CAN
layer2_backend,GBR,United Kingdom,CHE,Switzerland,55979113.519999996,0.0010594418425098455,Comtrade,1,17.84048922413441,GBR,CHE
layer2_backend,GBR,United Kingdom,CHN,China,180879120.125,0.006655487533327632,Comtrade,1,19.01333952703784,GBR,CHN
layer2_backend,GBR,United Kingdom,CZE,Czechia,20511997.72,5.269411961453966e-4,Comtrade,1,16.836520576300035,GBR,CZE
layer2_backend,GBR,United Kingdom,DEU,Germany,637792762.162,0.015677145605603113,Comtrade,1,20.273523965912673,GBR,DEU
layer2_backend,GBR,United Kingdom,DNK,Denmark,15767890.919,0.002645511971590605,Comtrade,1,16.573486273339146,GBR,DNK
layer2_backend,GBR,United Kingdom,FIN,Finland,6306932.283,2.425239351429921e-5,Comtrade,1,15.657160107343445,GBR,FIN
layer2_backend,GBR,United Kingdom,FRA,France,85950824.96299998,0.005513267688293145,Comtrade,1,18.269285899554987,GBR,FRA
layer2_backend,GBR,United Kingdom,HKG,"China, Hong Kong SAR",260279586.72,0.01100453905152372,Comtrade,1,19.377266948603328,GBR,HKG
layer2_backend,GBR,United Kingdom,HUN,Hungary,12521644.867999999,1.844781137735964e-4,Comtrade,1,16.342969374101667,GBR,HUN
layer2_backend,GBR,United Kingdom,IND,India,28243842.552,0.0020338203830787133,Comtrade,1,17.156386064444273,GBR,IND
layer2_backend,GBR,United Kingdom,IRL,Ireland,51069364.277,0.0032540044362106973,Comtrade,1,17.748695370056286,GBR,IRL
layer2_backend,GBR,United Kingdom,ISR,Israel,38220728.852,3.041297466182438e-4,Comtrade,1,17.458888592669428,GBR,ISR
layer2_backend,GBR,United Kingdom,ITA,Italy,45548916.21299999,0.0025472532249077415,Comtrade,1,17.634297409993625,GBR,ITA
layer2_backend,GBR,United Kingdom,JPN,Japan,24245692.511,0.0014339401347088381,Comtrade,1,17.00374957240204,GBR,JPN
layer2_backend,GBR,United Kingdom,KOR,Rep. of Korea,14364074.097,0.0033872071259737195,Comtrade,1,16.480240862454238,GBR,KOR
layer2_backend,GBR,United Kingdom,MEX,Mexico,31265794.735,4.704919945535818e-4,Comtrade,1,17.25803526996303,GBR,MEX
layer2_backend,GBR,United Kingdom,MYS,Malaysia,73477369.318,6.176905634609317e-4,Comtrade,1,18.112488029946253,GBR,MYS
layer2_backend,GBR,United Kingdom,NLD,Netherlands,160898848.136,0.007764877614415055,Comtrade,1,18.89628645927078,GBR,NLD
layer2_backend,GBR,United Kingdom,NOR,Norway,10382960.874,3.0047228479927453e-4,Comtrade,1,16.155676739315062,GBR,NOR
layer2_backend,GBR,United Kingdom,PHL,Philippines,140201047.778,0.005149023647462968,Comtrade,1,18.758588013121663,GBR,PHL
layer2_backend,GBR,United Kingdom,SGP,Singapore,55168436.08200001,0.0012731901504011158,Comtrade,1,17.825901555719188,GBR,SGP
layer2_backend,GBR,United Kingdom,SWE,Sweden,23595905.891,0.0020440303645696874,Comtrade,1,16.9765838181319,GBR,SWE
layer2_backend,GBR,United Kingdom,THA,Thailand,276096010.75299996,0.0016774594296249726,Comtrade,1,19.436259231859438,GBR,THA
layer2_backend,GBR,United Kingdom,USA,USA,365699940.2649999,0.028387016100208617,Comtrade,1,19.717323722509807,GBR,USA
layer2_backend,GBR,United Kingdom,VNM,Viet Nam,1105269.445,3.4092987013838202e-6,Comtrade,1,13.91560060959476,GBR,VNM
layer2_backend,HKG,"China, Hong Kong SAR",AUT,Austria,131963311.558,9.94604724053345e-4,Comtrade,1,18.69803450675284,HKG,AUT
layer2_backend,HKG,"China, Hong Kong SAR",BEL,Belgium,94571462.14199997,0.00877891409642627,Comtrade,1,18.36486633039575,HKG,BEL
layer2_backend,HKG,"China, Hong Kong SAR",CAN,Canada,230081703.38599998,0.0033285397134834045,Comtrade,1,19.253945040266807,HKG,CAN
layer2_backend,HKG,"China, Hong Kong SAR",CHE,Switzerland,91708251.49,0.0021461249541535185,Comtrade,1,18.334122927615823,HKG,CHE
layer2_backend,HKG,"China, Hong Kong SAR",CHN,China,186361687302.42902,2.2142455369546115,Comtrade,1,25.95095517785396,HKG,CHN
layer2_backend,HKG,"China, Hong Kong SAR",CZE,Czechia,135619573.181,0.0015863208237127395,Comtrade,1,18.725364275420027,HKG,CZE
layer2_backend,HKG,"China, Hong Kong SAR",DEU,Germany,1992307841.8270001,0.06495963155187057,Comtrade,1,21.412559523740594,HKG,DEU
layer2_backend,HKG,"China, Hong Kong SAR",DNK,Denmark,54048729.063,2.1621693277208283e-4,Comtrade,1,17.805396606176796,HKG,DNK
layer2_backend,HKG,"China, Hong Kong SAR",FIN,Finland,59308068.743,3.0556461049270064e-4,Comtrade,1,17.898255938065272,HKG,FIN
layer2_backend,HKG,"China, Hong Kong SAR",FRA,France,339819155.49099994,0.00881512351305363,Comtrade,1,19.643924141395864,HKG,FRA
layer2_backend,HKG,"China, Hong Kong SAR",GBR,United Kingdom,502839091.81999993,0.006611584591754348,Comtrade,1,20.035780781896637,HKG,GBR
layer2_backend,HKG,"China, Hong Kong SAR",HUN,Hungary,479026316.138,0.0038521595210404677,Comtrade,1,19.987266095698928,HKG,HUN
layer2_backend,HKG,"China, Hong Kong SAR",IND,India,6497468649.846,0.06760506780540755,Comtrade,1,22.594678499665818,HKG,IND
layer2_backend,HKG,"China, Hong Kong SAR",IRL,Ireland,31506852.222,3.381347509209834e-4,Comtrade,1,17.265715642735724,HKG,IRL
layer2_backend,HKG,"China, Hong Kong SAR",ISR,Israel,213177173.544,0.001996401532103963,Comtrade,1,19.177634183286226,HKG,ISR
layer2_backend,HKG,"China, Hong Kong SAR",ITA,Italy,156553632.974,0.0035011302778012333,Comtrade,1,18.868909218332174,HKG,ITA
layer2_backend,HKG,"China, Hong Kong SAR",JPN,Japan,1970122344.6739998,0.03753187171406383,Comtrade,1,21.401361482170955,HKG,JPN
layer2_backend,HKG,"China, Hong Kong SAR",KOR,Rep. of Korea,3469861473.263,0.041919521969691995,Comtrade,1,21.967380509146643,HKG,KOR
layer2_backend,HKG,"China, Hong Kong SAR",MEX,Mexico,1001854386.3099998,0.02188021612428277,Comtrade,1,20.725118507002904,HKG,MEX
layer2_backend,HKG,"China, Hong Kong SAR",MYS,Malaysia,1533908305.595,0.02268301600174065,Comtrade,1,21.151084764046917,HKG,MYS
layer2_backend,HKG,"China, Hong Kong SAR",NLD,Netherlands,1090550277.2629998,0.020150733836576642,Comtrade,1,20.80994824824051,HKG,NLD
layer2_backend,HKG,"China, Hong Kong SAR",NOR,Norway,14737076.152,2.5485381233755793e-4,Comtrade,1,16.505877131439888,HKG,NOR
layer2_backend,HKG,"China, Hong Kong SAR",PHL,Philippines,745629412.5649999,0.01101226810826882,Comtrade,1,20.429739270081416,HKG,PHL
layer2_backend,HKG,"China, Hong Kong SAR",SGP,Singapore,3064441332.175,0.05458663813406435,Comtrade,1,21.84313111669474,HKG,SGP
layer2_backend,HKG,"China, Hong Kong SAR",SWE,Sweden,157532171.06699997,0.001337852043739455,Comtrade,1,18.87514026246234,HKG,SWE
layer2_backend,HKG,"China, Hong Kong SAR",THA,Thailand,1506929767.382,0.028202031548800466,Comtrade,1,21.133340151909564,HKG,THA
layer2_backend,HKG,"China, Hong Kong SAR",USA,USA,4107862064.8490005,0.0944916156468514,Comtrade,1,22.13616855148917,HKG,USA
layer2_backend,HKG,"China, Hong Kong SAR",VNM,Viet Nam,5294724204.198,0.07186017536315682,Comtrade,1,22.389976728750536,HKG,VNM
layer2_backend,HUN,Hungary,AUT,Austria,16905466,4.4121981263379664e-4,Comtrade,1,16.64314761870559,HUN,AUT
layer2_backend,HUN,Hungary,BEL,Belgium,1099964,3.0217926895976237e-5,Comtrade,1,13.910788919080572,HUN,BEL
layer2_backend,HUN,Hungary,CAN,Canada,5729256,7.428279483610987e-5,Comtrade,1,15.561096411871379,HUN,CAN
layer2_backend,HUN,Hungary,CHE,Switzerland,1043421,3.608984874322084e-5,Comtrade,1,13.858016254262848,HUN,CHE
layer2_backend,HUN,Hungary,CHN,China,105225655,0.0017333711704216306,Comtrade,1,18.471617706861394,HUN,CHN
layer2_backend,HUN,Hungary,CZE,Czechia,8255075,9.34666430441483e-5,Comtrade,1,15.926338841835475,HUN,CZE
layer2_backend,HUN,Hungary,DEU,Germany,494009899,0.0649761352376968,Comtrade,1,20.018066115437218,HUN,DEU
layer2_backend,HUN,Hungary,DNK,Denmark,1245324,6.677095025285934e-6,Comtrade,1,14.03490709799155,HUN,DNK
layer2_backend,HUN,Hungary,FIN,Finland,8111392,8.66611708485124e-5,Comtrade,1,15.908780174597217,HUN,FIN
layer2_backend,HUN,Hungary,FRA,France,23876726,3.194118820769089e-4,Comtrade,1,16.988414776793547,HUN,FRA
layer2_backend,HUN,Hungary,GBR,United Kingdom,7234026,5.149751195873127e-5,Comtrade,1,15.79430642386211,HUN,GBR
layer2_backend,HUN,Hungary,HKG,"China, Hong Kong SAR",90052581,0.002825669061363395,Comtrade,1,18.315904302134644,HUN,HKG
layer2_backend,HUN,Hungary,IND,India,7049881,1.0347359791063084e-4,Comtrade,1,15.768521437059723,HUN,IND
layer2_backend,HUN,Hungary,ISR,Israel,3337881,1.2895811993424211e-5,Comtrade,1,15.020847032069787,HUN,ISR
layer2_backend,HUN,Hungary,ITA,Italy,10155714,1.8052349459588173e-4,Comtrade,1,16.13354715918373,HUN,ITA
layer2_backend,HUN,Hungary,JPN,Japan,7871193,2.2038051774276424e-4,Comtrade,1,15.878720324260813,HUN,JPN
layer2_backend,HUN,Hungary,KOR,Rep. of Korea,12540504,4.2539794452524653e-4,Comtrade,1,16.344474363490566,HUN,KOR
layer2_backend,HUN,Hungary,MEX,Mexico,43060225,1.964351908347392e-4,Comtrade,1,17.578110298377197,HUN,MEX
layer2_backend,HUN,Hungary,MYS,Malaysia,3440732,9.452290079006777e-5,Comtrade,1,15.051195088046313,HUN,MYS
layer2_backend,HUN,Hungary,NLD,Netherlands,24376166,5.425444125157199e-4,Comtrade,1,17.0091164506252,HUN,NLD
layer2_backend,HUN,Hungary,SGP,Singapore,11512975,0.002417321671866694,Comtrade,1,16.25898530505361,HUN,SGP
layer2_backend,HUN,Hungary,SWE,Sweden,12466610,2.3498307178783145e-4,Comtrade,1,16.33856450846604,HUN,SWE
layer2_backend,HUN,Hungary,THA,Thailand,6796818,1.1084238194431e-4,Comtrade,1,15.731965266578886,HUN,THA
layer2_backend,HUN,Hungary,USA,USA,13421490,3.9948735761714306e-4,Comtrade,1,16.41236778616794,HUN,USA
layer2_backend,HUN,Hungary,VNM,Viet Nam,1095569,4.7135293021231286e-6,Comtrade,1,13.906785333739862,HUN,VNM
layer2_backend,IND,India,AUT,Austria,4627125.91,0.005770018693776446,Comtrade,1,15.347446695652176,IND,AUT
layer2_backend,IND,India,BEL,Belgium,27588428.655,0.009180816414173539,Comtrade,1,17.132907027393486,IND,BEL
layer2_backend,IND,India,CAN,Canada,1051090.885,3.1328464816292453e-4,Comtrade,1,13.86534007229834,IND,CAN
layer2_backend,IND,India,CHN,China,30650751.586999997,0.007254854734344158,Comtrade,1,17.238167774270167,IND,CHN
layer2_backend,IND,India,DEU,Germany,31001472.875,0.01760749790915944,Comtrade,1,17.24954530567406,IND,DEU
layer2_backend,IND,India,FRA,France,106015098.658,0.030682331405379272,Comtrade,1,18.479092091535133,IND,FRA
layer2_backend,IND,India,GBR,United Kingdom,11975966.197,0.0016518315993261522,Comtrade,1,16.298412466016394,IND,GBR
layer2_backend,IND,India,HKG,"China, Hong Kong SAR",97633422.27999999,0.0016800546140742563,Comtrade,1,18.396730444399484,IND,HKG
layer2_backend,IND,India,HUN,Hungary,2964616.118,9.144613493951188e-6,Comtrade,1,14.902258448180017,IND,HUN
layer2_backend,IND,India,IRL,Ireland,5180674.414,2.2289112465895408e-5,Comtrade,1,15.460445994538873,IND,IRL
layer2_backend,IND,India,JPN,Japan,2274360.4,7.015460341617229e-6,Comtrade,1,14.63720986766594,IND,JPN
layer2_backend,IND,India,KOR,Rep. of Korea,10883151.552000001,3.467912835003152e-4,Comtrade,1,16.20272651403838,IND,KOR
layer2_backend,IND,India,MEX,Mexico,6194461.296,3.826302332792772e-4,Comtrade,1,15.639166272829602,IND,MEX
layer2_backend,IND,India,MYS,Malaysia,181346786.98000002,0.020515136427370385,Comtrade,1,19.01592171181866,IND,MYS
layer2_backend,IND,India,NLD,Netherlands,19374998.477,4.701996105392562e-4,Comtrade,1,16.779494106210137,IND,NLD
layer2_backend,IND,India,SGP,Singapore,149790046.912,0.0037773301842294583,Comtrade,1,18.824745191005988,IND,SGP
layer2_backend,IND,India,TWN,Chinese Taipei,7188485817,0.004024540781083671,OECD_BTIGE,1,22.695746390951637,IND,TWN
layer2_backend,IND,India,USA,USA,41482819.331,0.014089914632963435,Comtrade,1,17.540789931564838,IND,USA
layer2_backend,IND,India,VNM,Viet Nam,28195405.361,2.8650438004654294e-4,Comtrade,1,17.15466962763951,IND,VNM
layer2_backend,IRL,Ireland,AUT,Austria,1373784.076,4.094655058315802e-4,Comtrade,1,14.133080317404033,IRL,AUT
layer2_backend,IRL,Ireland,BEL,Belgium,2311948.259,1.933171629852343e-4,Comtrade,1,14.653601561734263,IRL,BEL
layer2_backend,IRL,Ireland,CHE,Switzerland,3315302.471,9.881480117496302e-4,Comtrade,1,15.014059722208511,IRL,CHE
layer2_backend,IRL,Ireland,CHN,China,8750777026.375,0.027996455064126173,Comtrade,1,22.89240833650174,IRL,CHN
layer2_backend,IRL,Ireland,CZE,Czechia,89813422.482,0.002467331144327,Comtrade,1,18.313245004083292,IRL,CZE
layer2_backend,IRL,Ireland,DEU,Germany,124514865.697,0.0038294888932147797,Comtrade,1,18.639935677960967,IRL,DEU
layer2_backend,IRL,Ireland,FRA,France,40623684.458000004,0.001440269865305572,Comtrade,1,17.51986184013372,IRL,FRA
layer2_backend,IRL,Ireland,GBR,United Kingdom,189415744.933,0.005473485116064685,Comtrade,1,19.05945487112655,IRL,GBR
layer2_backend,IRL,Ireland,HKG,"China, Hong Kong SAR",38236349.5,8.655801672339211e-4,Comtrade,1,17.459297204877622,IRL,HKG
layer2_backend,IRL,Ireland,HUN,Hungary,36090005.775,9.914553168870164e-4,Comtrade,1,17.401526564344085,IRL,HUN
layer2_backend,IRL,Ireland,IND,India,3188505.939,8.759381159027755e-5,Comtrade,1,14.975063320993524,IRL,IND
layer2_backend,IRL,Ireland,ISR,Israel,658877625.046,0.002204399405270104,Comtrade,1,20.306048378783,IRL,ISR
layer2_backend,IRL,Ireland,ITA,Italy,10085002.502,0.0010395797094961468,Comtrade,1,16.126560076618777,IRL,ITA
layer2_backend,IRL,Ireland,JPN,Japan,10597935.118,4.003507775797862e-4,Comtrade,1,16.176169834275594,IRL,JPN
layer2_backend,IRL,Ireland,KOR,Rep. of Korea,17008404.457,6.337279791325576e-5,Comtrade,1,16.649218218473038,IRL,KOR
layer2_backend,IRL,Ireland,MEX,Mexico,1465058.119,7.855250744488717e-6,Comtrade,1,14.197406153885305,IRL,MEX
layer2_backend,IRL,Ireland,MYS,Malaysia,558545884.242,0.0020638508798122707,Comtrade,1,20.140847331096957,IRL,MYS
layer2_backend,IRL,Ireland,NLD,Netherlands,26616169.531000003,0.003238350473210923,Comtrade,1,17.097029503745887,IRL,NLD
layer2_backend,IRL,Ireland,NOR,Norway,1622708.976,5.0053854556711e-6,Comtrade,1,14.299608134287125,IRL,NOR
layer2_backend,IRL,Ireland,PHL,Philippines,26971487.094,1.1604097481710854e-4,Comtrade,1,17.110290869492925,IRL,PHL
layer2_backend,IRL,Ireland,SGP,Singapore,17935753.831,2.87508411653891e-4,Comtrade,1,16.702306755099407,IRL,SGP
layer2_backend,IRL,Ireland,SWE,Sweden,12607288.799999999,1.1148814870269122e-4,Comtrade,1,16.34978576017852,IRL,SWE
layer2_backend,IRL,Ireland,THA,Thailand,2337206.684,6.420713834079936e-5,Comtrade,1,14.664467477351693,IRL,THA
layer2_backend,IRL,Ireland,TWN,Chinese Taipei,2149242590,0.0012032734948772164,OECD_BTIGE,1,21.488381333763847,IRL,TWN
layer2_backend,IRL,Ireland,USA,USA,1698201820.652,0.009426534684779563,Comtrade,1,21.252835776224757,IRL,USA
layer2_backend,IRL,Ireland,VNM,Viet Nam,35413837.984000005,1.8091873187598052e-4,Comtrade,1,17.38261323346151,IRL,VNM
layer2_backend,ISR,Israel,AUT,Austria,2192000,9.189041584563794e-5,Comtrade,1,14.600325383254319,ISR,AUT
layer2_backend,ISR,Israel,BEL,Belgium,13160000,9.825916075875529e-5,Comtrade,1,16.392692559849284,ISR,BEL
layer2_backend,ISR,Israel,CAN,Canada,6644000,2.6998106034912785e-5,Comtrade,1,15.709224900227051,ISR,CAN
layer2_backend,ISR,Israel,CHE,Switzerland,15242000,3.9898847014685517e-4,Comtrade,1,16.539565398816386,ISR,CHE
layer2_backend,ISR,Israel,CHN,China,1280539000,0.004942398757491216,Comtrade,1,20.970546920773767,ISR,CHN
layer2_backend,ISR,Israel,DEU,Germany,42943000,0.001092127496878485,Comtrade,1,17.575384236188956,ISR,DEU
layer2_backend,ISR,Israel,DNK,Denmark,5814000,2.2275137836645512e-5,Comtrade,1,15.575779532099567,ISR,DNK
layer2_backend,ISR,Israel,FRA,France,26338000,1.640064012716285e-4,Comtrade,1,17.08652335922026,ISR,FRA
layer2_backend,ISR,Israel,GBR,United Kingdom,35597000,4.207321466410032e-4,Comtrade,1,17.387771950700703,ISR,GBR
layer2_backend,ISR,Israel,HKG,"China, Hong Kong SAR",110323000,0.0022144196570471324,Comtrade,1,18.518922993762438,ISR,HKG
layer2_backend,ISR,Israel,HUN,Hungary,10968000,2.8207916661147133e-4,Comtrade,1,16.21049259139861,ISR,HUN
layer2_backend,ISR,Israel,IND,India,141457000,0.0020105378883169826,Comtrade,1,18.76750634900807,ISR,IND
layer2_backend,ISR,Israel,IRL,Ireland,2222807000,0.008263803360535121,Comtrade,1,21.522036648996178,ISR,IRL
layer2_backend,ISR,Israel,ITA,Italy,7460000,1.4669422086538848e-4,Comtrade,1,15.825066106228192,ISR,ITA
layer2_backend,ISR,Israel,JPN,Japan,23809000,1.4399647881228463e-4,Comtrade,1,16.985574260421963,ISR,JPN
layer2_backend,ISR,Israel,KOR,Rep. of Korea,142670000,6.931131168299741e-4,Comtrade,1,18.77604483610018,ISR,KOR
layer2_backend,ISR,Israel,MEX,Mexico,8415000,2.9062724422722954e-4,Comtrade,1,15.94552650444245,ISR,MEX
layer2_backend,ISR,Israel,MYS,Malaysia,7056000,2.8628198009851413e-5,Comtrade,1,15.76938901839211,ISR,MYS
layer2_backend,ISR,Israel,NLD,Netherlands,30312000,0.003644824237379436,Comtrade,1,17.22705426467081,ISR,NLD
layer2_backend,ISR,Israel,PHL,Philippines,28625000,9.323930204920561e-4,Comtrade,1,17.169791054773174,ISR,PHL
layer2_backend,ISR,Israel,SGP,Singapore,66625000,7.406949309490219e-4,Comtrade,1,18.014590455459665,ISR,SGP
layer2_backend,ISR,Israel,SWE,Sweden,7984000,1.8386962034602888e-4,Comtrade,1,15.89295022222393,ISR,SWE
layer2_backend,ISR,Israel,THA,Thailand,10035000,3.7938956952932086e-5,Comtrade,1,16.121589639863792,ISR,THA
layer2_backend,ISR,Israel,TWN,Chinese Taipei,6690706204,0.0037458542254570496,OECD_BTIGE,1,22.623985266800847,ISR,TWN
layer2_backend,ISR,Israel,USA,USA,563168000,0.004558989907681645,Comtrade,1,20.149088544787745,ISR,USA
layer2_backend,ISR,Israel,VNM,Viet Nam,8257000,2.1945970210978652e-4,Comtrade,1,15.92657200450892,ISR,VNM
layer2_backend,ITA,Italy,AUT,Austria,15013819.782000002,8.489867930370025e-4,Comtrade,1,16.524481720318118,ITA,AUT
layer2_backend,ITA,Italy,BEL,Belgium,3252357.5420000004,4.742081359831982e-5,Comtrade,1,14.994890996339976,ITA,BEL
layer2_backend,ITA,Italy,CAN,Canada,2975936.489,3.741520691915682e-4,Comtrade,1,14.906069669674189,ITA,CAN
layer2_backend,ITA,Italy,CHE,Switzerland,19861212.182,0.001055415143571098,Comtrade,1,16.804279301422532,ITA,CHE
layer2_backend,ITA,Italy,CHN,China,99034308.019,0.005557527243158421,Comtrade,1,18.410976903809765,ITA,CHN
layer2_backend,ITA,Italy,CZE,Czechia,26102984.183,0.003619546186800931,Comtrade,1,17.077560240580205,ITA,CZE
layer2_backend,ITA,Italy,DEU,Germany,150211116.165,0.015327531496246626,Comtrade,1,18.827552310300952,ITA,DEU
layer2_backend,ITA,Italy,FIN,Finland,6984290.279999999,5.47967398540273e-4,Comtrade,1,15.759174082390176,ITA,FIN
layer2_backend,ITA,Italy,FRA,France,93738471.702,0.00621833021385506,Comtrade,1,18.356019257409525,ITA,FRA
layer2_backend,ITA,Italy,GBR,United Kingdom,16291022.448000003,6.295097108421675e-4,Comtrade,1,16.606124805369596,ITA,GBR
layer2_backend,ITA,Italy,HKG,"China, Hong Kong SAR",271005028.21000004,0.008759201273323487,Comtrade,1,19.417647936642258,ITA,HKG
layer2_backend,ITA,Italy,HUN,Hungary,20255275.616000004,7.765529561877716e-4,Comtrade,1,16.82392589120304,ITA,HUN
layer2_backend,ITA,Italy,IND,India,3941505.21,1.410111901910156e-5,Comtrade,1,15.187073495023165,ITA,IND
layer2_backend,ITA,Italy,ISR,Israel,1276975.209,3.938939904145303e-6,Comtrade,1,14.060005504457417,ITA,ISR
layer2_backend,ITA,Italy,KOR,Rep. of Korea,23647334.801,1.7380261151175494e-4,Comtrade,1,16.978761015436096,ITA,KOR
layer2_backend,ITA,Italy,MEX,Mexico,4917290.609,1.743451711830284e-5,Comtrade,1,15.408268450919849,ITA,MEX
layer2_backend,ITA,Italy,MYS,Malaysia,241193194.115,0.001844754098115352,Comtrade,1,19.301108809794943,ITA,MYS
layer2_backend,ITA,Italy,NLD,Netherlands,72908367.377,0.0017090387038166163,Comtrade,1,18.104713982942165,ITA,NLD
layer2_backend,ITA,Italy,NOR,Norway,1023261.043,3.049897781532775e-4,Comtrade,1,13.838506163647716,ITA,NOR
layer2_backend,ITA,Italy,PHL,Philippines,165074077.25300002,9.190078145235581e-4,Comtrade,1,18.92190489022196,ITA,PHL
