layer,reporter_code,reporter,partner_code,partner,trade_value_usd,weight_marketshare,source,weight_binary,weight_log,from,to,year
layer1_frontend,CHE,Switzerland,SWE,Sweden,2504253.726,1.2919650876293726e-4,Comtrade,1,14.733501733664005,CHE,SWE,2019
layer1_frontend,CHE,Switzerland,USA,USA,54590931.91,0.005532728093984793,Comtrade,1,17.81537836300558,CHE,USA,2019
layer1_frontend,CHN,China,AUT,Austria,4533835,4.0949758973039536e-4,Comtrade,1,15.327078938244119,CHN,AUT,2019
layer1_frontend,CHN,China,CAN,Canada,1124211,1.7533887584599258e-4,Comtrade,1,13.932592903750391,CHN,CAN,2019
layer1_frontend,CHN,China,CHE,Switzerland,2600569,1.618460361658836e-4,Comtrade,1,14.771241209733388,CHN,CHE,2019
layer1_frontend,CHN,China,DEU,Germany,45146140,0.0042180458338579125,Comtrade,1,17.625415363521068,CHN,DEU,2019
layer1_frontend,CHN,China,DNK,Denmark,2911662,2.9354889227998094e-4,Comtrade,1,14.884234953579732,CHN,DNK,2019
layer1_frontend,CHN,China,FRA,France,15007214,0.0019590657533740024,Comtrade,1,16.524041643423065,CHN,FRA,2019
layer1_frontend,CHN,China,GBR,United Kingdom,6638792,5.081887357303516e-4,Comtrade,1,15.708440727820722,CHN,GBR,2019
layer1_frontend,CHN,China,HKG,"China, Hong Kong SAR",448820479,0.04682660359118175,Comtrade,1,19.92213354393019,CHN,HKG,2019
layer1_frontend,CHN,China,IND,India,143882926,0.014821198288233459,Comtrade,1,18.78451051992645,CHN,IND,2019
layer1_frontend,CHN,China,ISR,Israel,9290183,9.366207096594008e-4,Comtrade,1,16.044468916837154,CHN,ISR,2019
layer1_frontend,CHN,China,ITA,Italy,13660701,0.0011459555221608984,Comtrade,1,16.430033801708852,CHN,ITA,2019
layer1_frontend,CHN,China,JPN,Japan,332397566,0.04015761969174615,Comtrade,1,19.621842301424195,CHN,JPN,2019
layer1_frontend,CHN,China,KOR,Rep. of Korea,725297719,0.07565547980069916,Comtrade,1,20.402092776801883,CHN,KOR,2019
layer1_frontend,CHN,China,MYS,Malaysia,730334990,0.07280127245531637,Comtrade,1,20.4090138786289,CHN,MYS,2019
layer1_frontend,CHN,China,NLD,Netherlands,31326074,0.0019032230569775422,Comtrade,1,17.25996137579524,CHN,NLD,2019
layer1_frontend,CHN,China,PHL,Philippines,24610108,0.0025999856211116348,Comtrade,1,17.018667851451294,CHN,PHL,2019
layer1_frontend,CHN,China,SGP,Singapore,362954619,0.0356942171016494,Comtrade,1,19.709788370640148,CHN,SGP,2019
layer1_frontend,CHN,China,THA,Thailand,431929397,0.04342359871930404,Comtrade,1,19.8837727022966,CHN,THA,2019
layer1_frontend,CHN,China,USA,USA,317764157,0.02470816146591302,Comtrade,1,19.576820024082902,CHN,USA,2019
layer1_frontend,CHN,China,VNM,Viet Nam,463162888,0.04851228285879756,Comtrade,1,19.953589362274176,CHN,VNM,2019
layer1_frontend,CZE,Czechia,AUT,Austria,22087109,0.0013745880390075454,Comtrade,1,16.91050473840836,CZE,AUT,2019
layer1_frontend,CZE,Czechia,CHN,China,2349723,8.453258667697879e-5,Comtrade,1,14.669808432414415,CZE,CHN,2019
layer1_frontend,CZE,Czechia,DEU,Germany,16788461,0.0042703078818513065,Comtrade,1,16.636202422713858,CZE,DEU,2019
layer1_frontend,CZE,Czechia,JPN,Japan,3334498,3.361785104898206e-4,Comtrade,1,15.019833001159416,CZE,JPN,2019
layer1_frontend,CZE,Czechia,KOR,Rep. of Korea,2956724,2.9809196774132246e-4,Comtrade,1,14.899592794848058,CZE,KOR,2019
layer1_frontend,CZE,Czechia,MYS,Malaysia,27858601,0.0028086575516045368,Comtrade,1,17.14265234558813,CZE,MYS,2019
layer1_frontend,CZE,Czechia,NLD,Netherlands,3109443,1.589427133400342e-4,Comtrade,1,14.949954490037653,CZE,NLD,2019
layer1_frontend,CZE,Czechia,USA,USA,13613759,0.0012839852063505463,Comtrade,1,16.426591603923228,CZE,USA,2019
layer1_frontend,DEU,Germany,AUT,Austria,77191943.55999999,0.007155114644159593,Comtrade,1,18.161805664472958,DEU,AUT,2019
layer1_frontend,DEU,Germany,BEL,Belgium,13534586.613,0.0030394869153630736,Comtrade,1,16.420759012372802,DEU,BEL,2019
layer1_frontend,DEU,Germany,CAN,Canada,15206246.056,0.00877879280913164,Comtrade,1,16.53721689190935,DEU,CAN,2019
layer1_frontend,DEU,Germany,CHE,Switzerland,48079192.784,0.005160403370250788,Comtrade,1,17.688360079831003,DEU,CHE,2019
layer1_frontend,DEU,Germany,CHN,China,1263672725.807,0.3268483096045137,Comtrade,1,20.957288180480504,DEU,CHN,2019
layer1_frontend,DEU,Germany,CZE,Czechia,13954609.537,0.0042528301312539174,Comtrade,1,16.45132051607153,DEU,CZE,2019
layer1_frontend,DEU,Germany,DNK,Denmark,7223149.387,0.002452068182358993,Comtrade,1,15.792801757389407,DEU,DNK,2019
layer1_frontend,DEU,Germany,FIN,Finland,11929627.275,0.002409952900612914,Comtrade,1,16.2945356347454,DEU,FIN,2019
layer1_frontend,DEU,Germany,FRA,France,83115565.43999998,0.009915523865572418,Comtrade,1,18.23574256406413,DEU,FRA,2019
layer1_frontend,DEU,Germany,GBR,United Kingdom,33140264.371,0.004591189927473812,Comtrade,1,17.31625957750456,DEU,GBR,2019
layer1_frontend,DEU,Germany,HKG,"China, Hong Kong SAR",42706341.888,0.004683556265936014,Comtrade,1,17.569858012553496,DEU,HKG,2019
layer1_frontend,DEU,Germany,HUN,Hungary,4383666.569,3.913972688132039e-4,Comtrade,1,15.293396276495832,DEU,HUN,2019
layer1_frontend,DEU,Germany,IND,India,11749884.376,0.004257646283125336,Comtrade,1,16.279354043272818,DEU,IND,2019
layer1_frontend,DEU,Germany,IRL,Ireland,80572288.457,0.00710946691152697,Comtrade,1,18.204665345099937,DEU,IRL,2019
layer1_frontend,DEU,Germany,ISR,Israel,56345868.18,0.004829759521627004,Comtrade,1,17.847019489285636,DEU,ISR,2019
layer1_frontend,DEU,Germany,ITA,Italy,132383270.39700001,0.018379325662335376,Comtrade,1,18.70121184451922,DEU,ITA,2019
layer1_frontend,DEU,Germany,JPN,Japan,232927259.30800003,0.04911117196131918,Comtrade,1,19.266236775269995,DEU,JPN,2019
layer1_frontend,DEU,Germany,KOR,Rep. of Korea,221554186.479,0.03934938201226328,Comtrade,1,19.216177756261665,DEU,KOR,2019
layer1_frontend,DEU,Germany,MYS,Malaysia,194679482.36900002,0.04032903216922843,Comtrade,1,19.0868650891814,DEU,MYS,2019
layer1_frontend,DEU,Germany,NLD,Netherlands,389528299.423,0.029024565885195537,Comtrade,1,19.780447078974483,DEU,NLD,2019
layer1_frontend,DEU,Germany,NOR,Norway,4125093.525,0.0016606810825368096,Comtrade,1,15.232599492639885,DEU,NOR,2019
layer1_frontend,DEU,Germany,PHL,Philippines,11286308.619,0.001074841862588431,Comtrade,1,16.239101011035327,DEU,PHL,2019
layer1_frontend,DEU,Germany,SGP,Singapore,310767932.183,0.08445327254169634,Comtrade,1,19.554556996047978,DEU,SGP,2019
layer1_frontend,DEU,Germany,SWE,Sweden,13055357.674,0.0034350954508688323,Comtrade,1,16.384709233809197,DEU,SWE,2019
layer1_frontend,DEU,Germany,THA,Thailand,3400857.931,5.205529699426139e-4,Comtrade,1,15.039538584446328,DEU,THA,2019
layer1_frontend,DEU,Germany,USA,USA,468814546.1559999,0.06761350910523174,Comtrade,1,19.965717826368504,DEU,USA,2019
layer1_frontend,DEU,Germany,VNM,Viet Nam,17936971.619,7.094522288548974e-4,Comtrade,1,16.702374650020538,DEU,VNM,2019
layer1_frontend,DNK,Denmark,CHE,Switzerland,4644644.225,4.682652613123915e-4,Comtrade,1,15.351225549487522,DNK,CHE,2019
layer1_frontend,DNK,Denmark,CHN,China,2158190.779,3.366047343879815e-4,Comtrade,1,14.58478128971167,DNK,CHN,2019
layer1_frontend,DNK,Denmark,DEU,Germany,5787941.501999999,3.869084535770487e-4,Comtrade,1,15.571287432682787,DNK,DEU,2019
layer1_frontend,DNK,Denmark,FRA,France,2448845.372,1.5240353808776798e-4,Comtrade,1,14.711127603056063,DNK,FRA,2019
layer1_frontend,DNK,Denmark,GBR,United Kingdom,3947485.829,2.9983948538114303e-4,Comtrade,1,15.188589688564253,DNK,GBR,2019
layer1_frontend,DNK,Denmark,SWE,Sweden,5795703.317,3.03509156170253e-4,Comtrade,1,15.572627566111048,DNK,SWE,2019
layer1_frontend,DNK,Denmark,USA,USA,1810482.118,1.8252977860466418e-4,Comtrade,1,14.409104283648364,DNK,USA,2019
layer1_frontend,FIN,Finland,CHN,China,2877016.2410000004,3.6092335891400835e-4,Comtrade,1,14.872264635216458,FIN,CHN,2019
layer1_frontend,FIN,Finland,USA,USA,3773501.491,1.3575380666728214e-4,Comtrade,1,15.143514170836696,FIN,USA,2019
layer1_frontend,FRA,France,AUT,Austria,3947484.499,3.100313666602663e-4,Comtrade,1,15.18858935164097,FRA,AUT,2019
layer1_frontend,FRA,France,BEL,Belgium,3589882.872,2.2341584212262706e-4,Comtrade,1,15.093630412308954,FRA,BEL,2019
layer1_frontend,FRA,France,CHE,Switzerland,3368666.598,1.571549898735899e-4,Comtrade,1,15.030027852635268,FRA,CHE,2019
layer1_frontend,FRA,France,CHN,China,54603096.875999995,0.0031110601708347224,Comtrade,1,17.81560117676129,FRA,CHN,2019
layer1_frontend,FRA,France,DEU,Germany,55700693.699999996,0.0048178880776307675,Comtrade,1,17.835503176992088,FRA,DEU,2019
layer1_frontend,FRA,France,GBR,United Kingdom,5702699.823,3.7561663236180935e-4,Comtrade,1,15.556450449179948,FRA,GBR,2019
layer1_frontend,FRA,France,IND,India,3211766.286,1.1554507146480383e-4,Comtrade,1,14.982331899991928,FRA,IND,2019
layer1_frontend,FRA,France,ISR,Israel,22964965.472,0.002315289403630507,Comtrade,1,16.949480415780155,FRA,ISR,2019
layer1_frontend,FRA,France,ITA,Italy,25753520.998999998,0.0020420477395469965,Comtrade,1,17.064081952381137,FRA,ITA,2019
layer1_frontend,FRA,France,JPN,Japan,65270932.041999996,0.006270570915325273,Comtrade,1,17.994057365621835,FRA,JPN,2019
layer1_frontend,FRA,France,KOR,Rep. of Korea,59070327.657000005,0.005488152178172836,Comtrade,1,17.89423930312438,FRA,KOR,2019
layer1_frontend,FRA,France,NLD,Netherlands,50198120.821,0.004896303534703446,Comtrade,1,17.731488170037736,FRA,NLD,2019
layer1_frontend,FRA,France,SGP,Singapore,95618774.014,0.009885849691736177,Comtrade,1,18.375879750099205,FRA,SGP,2019
layer1_frontend,FRA,France,USA,USA,180341534.73700002,0.01665485733500322,Comtrade,1,19.01036303178662,FRA,USA,2019
layer1_frontend,GBR,United Kingdom,AUT,Austria,9248355.884,6.131100706656803e-4,Comtrade,1,16.03995645954763,GBR,AUT,2019
layer1_frontend,GBR,United Kingdom,CAN,Canada,7924845.24,6.313981900627548e-4,Comtrade,1,15.885513475646654,GBR,CAN,2019
layer1_frontend,GBR,United Kingdom,CHE,Switzerland,9241252.333999999,7.191660451700626e-4,Comtrade,1,16.039188076627088,GBR,CHE,2019
layer1_frontend,GBR,United Kingdom,CHN,China,126592970.477,0.006385922933344881,Comtrade,1,18.656487548573953,GBR,CHN,2019
layer1_frontend,GBR,United Kingdom,CZE,Czechia,4457377.981,1.6035664226418995e-4,Comtrade,1,15.310071478827602,GBR,CZE,2019
layer1_frontend,GBR,United Kingdom,DEU,Germany,95046976.128,0.006677283418833637,Comtrade,1,18.369881823426127,GBR,DEU,2019
layer1_frontend,GBR,United Kingdom,DNK,Denmark,2254064.194,8.109120813592894e-5,Comtrade,1,14.628245896854793,GBR,DNK,2019
layer1_frontend,GBR,United Kingdom,FIN,Finland,7341652.983999999,4.3834170851756273e-4,Comtrade,1,15.809074713625428,GBR,FIN,2019
layer1_frontend,GBR,United Kingdom,FRA,France,63740543.317999996,0.00593442723275883,Comtrade,1,17.970331406578126,GBR,FRA,2019
layer1_frontend,GBR,United Kingdom,HKG,"China, Hong Kong SAR",11119106.802000001,5.033233891686899e-4,Comtrade,1,16.224175609934726,GBR,HKG,2019
layer1_frontend,GBR,United Kingdom,IND,India,1122767.03,4.039216591978248e-5,Comtrade,1,13.931307649605278,GBR,IND,2019
layer1_frontend,GBR,United Kingdom,IRL,Ireland,24393981.371,0.0013036791615462714,Comtrade,1,17.009847035707352,GBR,IRL,2019
layer1_frontend,GBR,United Kingdom,ISR,Israel,2089132.076,2.1062280125109883e-4,Comtrade,1,14.552259741717016,GBR,ISR,2019
layer1_frontend,GBR,United Kingdom,ITA,Italy,16797416.692,0.0012775602165178257,Comtrade,1,16.636735723749553,GBR,ITA,2019
layer1_frontend,GBR,United Kingdom,JPN,Japan,14785009.851,7.760453193321452e-4,Comtrade,1,16.509124445187958,GBR,JPN,2019
layer1_frontend,GBR,United Kingdom,KOR,Rep. of Korea,10092111.257,5.337173344302805e-4,Comtrade,1,16.127264712046262,GBR,KOR,2019
layer1_frontend,GBR,United Kingdom,MYS,Malaysia,12988468.171,0.001418761963961966,Comtrade,1,16.37957253497406,GBR,MYS,2019
layer1_frontend,GBR,United Kingdom,NLD,Netherlands,11943795.491,9.225325320286518e-4,Comtrade,1,16.29572257945922,GBR,NLD,2019
layer1_frontend,GBR,United Kingdom,SGP,Singapore,20671963.852,0.0012534666290030768,Comtrade,1,16.84428898529212,GBR,SGP,2019
layer1_frontend,GBR,United Kingdom,SWE,Sweden,1707964.423,6.144496633366724e-5,Comtrade,1,14.350813408980537,GBR,SWE,2019
layer1_frontend,GBR,United Kingdom,USA,USA,153157682.792,0.00933995785816563,Comtrade,1,18.84697856165933,GBR,USA,2019
layer1_frontend,HKG,"China, Hong Kong SAR",CHN,China,1143769120.9029999,0.1414313482660651,Comtrade,1,20.857594893017968,HKG,CHN,2019
layer1_frontend,HKG,"China, Hong Kong SAR",DEU,Germany,13560296.853,0.0018985859158971604,Comtrade,1,16.422656805795757,HKG,DEU,2019
layer1_frontend,HKG,"China, Hong Kong SAR",JPN,Japan,25647694.288,0.0029583411398556897,Comtrade,1,17.059964273224402,HKG,JPN,2019
layer1_frontend,HKG,"China, Hong Kong SAR",KOR,Rep. of Korea,42819530.019999996,0.004959625718343145,Comtrade,1,17.572504888707122,HKG,KOR,2019
layer1_frontend,HKG,"China, Hong Kong SAR",MYS,Malaysia,62167581.676,0.007690549818945001,Comtrade,1,17.945344243006065,HKG,MYS,2019
layer1_frontend,HKG,"China, Hong Kong SAR",NLD,Netherlands,1614807.909,1.0049733702161676e-4,Comtrade,1,14.294727185037603,HKG,NLD,2019
layer1_frontend,HKG,"China, Hong Kong SAR",PHL,Philippines,35370506.117,0.005134154076746618,Comtrade,1,17.38138889856828,HKG,PHL,2019
layer1_frontend,HKG,"China, Hong Kong SAR",SGP,Singapore,108803673.448,0.007055195569284109,Comtrade,1,18.505055664315837,HKG,SGP,2019
layer1_frontend,HKG,"China, Hong Kong SAR",THA,Thailand,38018828.561,0.005075709074834728,Comtrade,1,17.453592109726916,HKG,THA,2019
layer1_frontend,HKG,"China, Hong Kong SAR",USA,USA,140417610.03399998,0.006297716699467361,Comtrade,1,18.76013147640481,HKG,USA,2019
layer1_frontend,HKG,"China, Hong Kong SAR",VNM,Viet Nam,86425420.44399999,0.012595116858236409,Comtrade,1,18.274792420173146,HKG,VNM,2019
layer1_frontend,HUN,Hungary,CHN,China,2779377,7.743613921870199e-4,Comtrade,1,14.837737719625872,HUN,CHN,2019
layer1_frontend,HUN,Hungary,DEU,Germany,11216485,0.001134302676185502,Comtrade,1,16.232895218273526,HUN,DEU,2019
layer1_frontend,HUN,Hungary,HKG,"China, Hong Kong SAR",1580161,4.402481821788241e-4,Comtrade,1,14.27303793139271,HUN,HKG,2019
layer1_frontend,HUN,Hungary,JPN,Japan,1699886,4.7360472851262157e-4,Comtrade,1,14.346072336228941,HUN,JPN,2019
layer1_frontend,IND,India,FRA,France,1373509.07,3.8267294995486366e-4,Comtrade,1,14.132880116125099,IND,FRA,2019
layer1_frontend,IND,India,HKG,"China, Hong Kong SAR",13458807.3,8.376069287242363e-4,Comtrade,1,16.41514434185712,IND,HKG,2019
layer1_frontend,IND,India,JPN,Japan,2297234.284,1.429680439203004e-4,Comtrade,1,14.647216907422491,IND,JPN,2019
layer1_frontend,IND,India,USA,USA,1811484.334,1.127374659293776e-4,Comtrade,1,14.409657693231502,IND,USA,2019
layer1_frontend,IRL,Ireland,CHN,China,3469581.031,2.1592887442082473e-4,Comtrade,1,15.059544692506714,IRL,CHN,2019
layer1_frontend,IRL,Ireland,DEU,Germany,5401042.5940000005,2.931221297956802e-4,Comtrade,1,15.502102751010701,IRL,DEU,2019
layer1_frontend,IRL,Ireland,GBR,United Kingdom,7095809.08,4.4160665338542653e-4,Comtrade,1,15.775015038239085,IRL,GBR,2019
layer1_frontend,IRL,Ireland,ISR,Israel,7774616.179,3.7797359085966565e-4,Comtrade,1,15.866374777389717,IRL,ISR,2019
layer1_frontend,IRL,Ireland,JPN,Japan,6291448.381,3.91547381441183e-4,Comtrade,1,15.65470202836469,IRL,JPN,2019
layer1_frontend,IRL,Ireland,KOR,Rep. of Korea,3809236.463,2.370672811815801e-4,Comtrade,1,15.15293958612713,IRL,KOR,2019
layer1_frontend,IRL,Ireland,MYS,Malaysia,1007470.407,2.806910278640658e-4,Comtrade,1,13.822954192251368,IRL,MYS,2019
layer1_frontend,IRL,Ireland,NLD,Netherlands,6314136.78,3.9295939067650803e-4,Comtrade,1,15.658301769211374,IRL,NLD,2019
layer1_frontend,IRL,Ireland,USA,USA,77352032.71000001,0.004517808822114009,Comtrade,1,18.163877426945405,IRL,USA,2019
layer1_frontend,ISR,Israel,BEL,Belgium,4868000,0.0013562720196527542,Comtrade,1,15.398193938512705,ISR,BEL,2019
layer1_frontend,ISR,Israel,CHN,China,96370000,0.026307205959745707,Comtrade,1,18.383705518204142,ISR,CHN,2019
layer1_frontend,ISR,Israel,DEU,Germany,17493000,0.0017619617254451046,Comtrade,1,16.677311416038126,ISR,DEU,2019
layer1_frontend,ISR,Israel,FRA,France,1205000,1.2148608430421424e-4,Comtrade,1,14.001990954782066,ISR,FRA,2019
layer1_frontend,ISR,Israel,GBR,United Kingdom,16333000,0.0014865040886839077,Comtrade,1,16.608698220261015,ISR,GBR,2019
layer1_frontend,ISR,Israel,HKG,"China, Hong Kong SAR",38486000,0.01004878164908945,Comtrade,1,17.465805122746115,ISR,HKG,2019
layer1_frontend,ISR,Israel,IND,India,1328000,3.6999368161439144e-4,Comtrade,1,14.099185362030282,ISR,IND,2019
layer1_frontend,ISR,Israel,IRL,Ireland,2564000,1.5957016973182621e-4,Comtrade,1,14.757079487038222,ISR,IRL,2019
layer1_frontend,ISR,Israel,ITA,Italy,1412000,3.9339689641530176e-4,Comtrade,1,14.160518405250372,ISR,ITA,2019
layer1_frontend,ISR,Israel,JPN,Japan,43501000,0.008713209666840398,Comtrade,1,17.588294507288406,ISR,JPN,2019
layer1_frontend,ISR,Israel,KOR,Rep. of Korea,25248000,0.0061284925400241315,Comtrade,1,17.044257542234835,ISR,KOR,2019
layer1_frontend,ISR,Israel,NLD,Netherlands,4755000,2.9592673832871827e-4,Comtrade,1,15.374707464266548,ISR,NLD,2019
layer1_frontend,ISR,Israel,SGP,Singapore,1630000,4.541338110176642e-4,Comtrade,1,14.30409118627969,ISR,SGP,2019
layer1_frontend,ISR,Israel,USA,USA,261890000,0.01587516473225795,Comtrade,1,19.383435130054956,ISR,USA,2019
layer1_frontend,ISR,Israel,VNM,Viet Nam,2052000,5.717071044222374e-4,Comtrade,1,14.534325972602113,ISR,VNM,2019
layer1_frontend,ITA,Italy,AUT,Austria,9879294.464,9.960139420080174e-4,Comtrade,1,16.10595175786968,ITA,AUT,2019
layer1_frontend,ITA,Italy,CHE,Switzerland,4176879.449,5.916644219454339e-4,Comtrade,1,15.24507522181044,ITA,CHE,2019
layer1_frontend,ITA,Italy,CHN,China,82197541.283,0.006778385073535983,Comtrade,1,18.22463596034584,ITA,CHN,2019
layer1_frontend,ITA,Italy,CZE,Czechia,2562746.106,1.594921338198115e-4,Comtrade,1,14.756590329389327,ITA,CZE,2019
layer1_frontend,ITA,Italy,DEU,Germany,51228583.13899999,0.005954374184849473,Comtrade,1,17.751808218192064,ITA,DEU,2019
layer1_frontend,ITA,Italy,DNK,Denmark,1307654.37,1.3183552616978769e-4,Comtrade,1,14.083746297689427,ITA,DNK,2019
layer1_frontend,ITA,Italy,FRA,France,63125270.28,0.006536003139151315,Comtrade,1,17.960631743055515,ITA,FRA,2019
layer1_frontend,ITA,Italy,GBR,United Kingdom,2204122.078,2.2221590090015593e-4,Comtrade,1,14.605840290708484,ITA,GBR,2019
layer1_frontend,ITA,Italy,HKG,"China, Hong Kong SAR",1197887.566,4.309466881933324e-5,Comtrade,1,13.99607103663672,ITA,HKG,2019
layer1_frontend,ITA,Italy,IND,India,4893170.314,3.869339214176998e-4,Comtrade,1,15.403351181716396,ITA,IND,2019
layer1_frontend,ITA,Italy,ISR,Israel,6156595.765,9.293926607131949e-4,Comtrade,1,15.633034709625857,ITA,ISR,2019
layer1_frontend,ITA,Italy,JPN,Japan,5276520.084,0.0010949358448496356,Comtrade,1,15.478777552915869,ITA,JPN,2019
layer1_frontend,ITA,Italy,KOR,Rep. of Korea,64965062.133,0.01473861659621098,Comtrade,1,17.9893601930987,ITA,KOR,2019
layer1_frontend,ITA,Italy,MEX,Mexico,1434481.556,3.996604759882386e-4,Comtrade,1,14.176314753995008,ITA,MEX,2019
layer1_frontend,ITA,Italy,MYS,Malaysia,53706675.538,0.012154019979221187,Comtrade,1,17.799047882067292,ITA,MYS,2019
