layer,hs_code,hs_desc,year,reporter_code,reporter,partner_code,partner,trade_value_usd,source
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,TWN,Chinese Taipei,SGP,Singapore,10226000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,TWN,Chinese Taipei,THA,Thailand,4407000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,TWN,Chinese Taipei,USA,United States,33552000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,TWN,Chinese Taipei,VNM,Vietnam,11975000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,AUT,Austria,21115000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,CHE,Switzerland,21687000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,CHN,China,460338000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,DEU,Germany,32519000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,FRA,France,1632000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,HKG,Hong Kong SAR China,9347000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,IRL,Ireland,5288000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,ISR,Israel,6117000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,JPN,Japan,222328000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,KOR,South Korea,293384000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,MYS,Malaysia,29668000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,NLD,Netherlands,416097000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,PHL,Philippines,7080000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,SGP,Singapore,104171000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,THA,Thailand,6510000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,TWN,Chinese Taipei,USA,United States,343820000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,CAN,Canada,1574000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,CHN,China,228347000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,DEU,Germany,32291000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,FRA,France,1158000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,HKG,Hong Kong SAR China,63979000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,IND,India,12369000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,ISR,Israel,21443000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,JPN,Japan,10312000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,KOR,South Korea,24436000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,MEX,Mexico,1579000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,MYS,Malaysia,39872000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,PHL,Philippines,23292000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,SGP,Singapore,24059000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,THA,Thailand,8511000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,TWN,Chinese Taipei,USA,United States,55761000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,CHN,China,TWN,Chinese Taipei,14741000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,DEU,Germany,TWN,Chinese Taipei,40455000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,DNK,Denmark,TWN,Chinese Taipei,10242000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,ITA,Italy,TWN,Chinese Taipei,11499000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,JPN,Japan,TWN,Chinese Taipei,257866000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,KOR,South Korea,TWN,Chinese Taipei,6726000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,MYS,Malaysia,TWN,Chinese Taipei,34574000,Taiwan_ITA
layer1_frontend,280461,Containing by weight not less than 99.99% of silicon,2022,USA,United States,TWN,Chinese Taipei,121435000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,AUT,Austria,TWN,Chinese Taipei,1384000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,CHN,China,TWN,Chinese Taipei,804459000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,DEU,Germany,TWN,Chinese Taipei,294329000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,FIN,Finland,TWN,Chinese Taipei,9042000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,FRA,France,TWN,Chinese Taipei,149878000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,GBR,United Kingdom,TWN,Chinese Taipei,36211000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,ITA,Italy,TWN,Chinese Taipei,12783000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,JPN,Japan,TWN,Chinese Taipei,1687994000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,KOR,South Korea,TWN,Chinese Taipei,174690000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,MYS,Malaysia,TWN,Chinese Taipei,88946000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,NLD,Netherlands,TWN,Chinese Taipei,1055000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,SGP,Singapore,TWN,Chinese Taipei,236874000,Taiwan_ITA
layer1_frontend,381800,Chemical elements doped for use in electronics in the form of discs wafers or similar forms; chemical compounds doped for use in electronics,2022,USA,United States,TWN,Chinese Taipei,171353000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,CHE,Switzerland,TWN,Chinese Taipei,1437000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,CHN,China,TWN,Chinese Taipei,27274000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,DEU,Germany,TWN,Chinese Taipei,17379000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,JPN,Japan,TWN,Chinese Taipei,444515000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,KOR,South Korea,TWN,Chinese Taipei,34818000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,MYS,Malaysia,TWN,Chinese Taipei,1135000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,SGP,Singapore,TWN,Chinese Taipei,138455000,Taiwan_ITA
layer1_frontend,848610,Machines and apparatus for the manufacture of boules or wafers,2022,USA,United States,TWN,Chinese Taipei,78700000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,AUT,Austria,TWN,Chinese Taipei,352423000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,CHE,Switzerland,TWN,Chinese Taipei,18556000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,CHN,China,TWN,Chinese Taipei,317640000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,CZE,Czechia,TWN,Chinese Taipei,1378000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,DEU,Germany,TWN,Chinese Taipei,165420000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,FIN,Finland,TWN,Chinese Taipei,4139000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,FRA,France,TWN,Chinese Taipei,7270000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,GBR,United Kingdom,TWN,Chinese Taipei,59957000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,HKG,Hong Kong SAR China,TWN,Chinese Taipei,2758000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,ISR,Israel,TWN,Chinese Taipei,7665000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,ITA,Italy,TWN,Chinese Taipei,1677000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,JPN,Japan,TWN,Chinese Taipei,4524564000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,KOR,South Korea,TWN,Chinese Taipei,558381000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,MEX,Mexico,TWN,Chinese Taipei,22435000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,MYS,Malaysia,TWN,Chinese Taipei,654073000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,NLD,Netherlands,TWN,Chinese Taipei,7457000000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,SGP,Singapore,TWN,Chinese Taipei,2541636000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,THA,Thailand,TWN,Chinese Taipei,2594000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,USA,United States,TWN,Chinese Taipei,2305146000,Taiwan_ITA
layer1_frontend,848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits,2022,VNM,Vietnam,TWN,Chinese Taipei,3181000,Taiwan_ITA
layer1_frontend,848630,Machines and apparatus for the manufacture of flat panel displays,2022,CHN,China,TWN,Chinese Taipei,34300000,Taiwan_ITA
layer1_frontend,848630,Machines and apparatus for the manufacture of flat panel displays,2022,ISR,Israel,TWN,Chinese Taipei,3525000,Taiwan_ITA
layer1_frontend,848630,Machines and apparatus for the manufacture of flat panel displays,2022,JPN,Japan,TWN,Chinese Taipei,271244000,Taiwan_ITA
layer1_frontend,848630,Machines and apparatus for the manufacture of flat panel displays,2022,KOR,South Korea,TWN,Chinese Taipei,35688000,Taiwan_ITA
layer1_frontend,848630,Machines and apparatus for the manufacture of flat panel displays,2022,USA,United States,TWN,Chinese Taipei,26626000,Taiwan_ITA
layer1_frontend,848630,Machines and apparatus for the manufacture of flat panel displays,2022,VNM,Vietnam,TWN,Chinese Taipei,2952000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,AUT,Austria,TWN,Chinese Taipei,2739000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,CHE,Switzerland,TWN,Chinese Taipei,11114000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,CHN,China,TWN,Chinese Taipei,31057000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,DEU,Germany,TWN,Chinese Taipei,47493000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,GBR,United Kingdom,TWN,Chinese Taipei,2072000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,HKG,Hong Kong SAR China,TWN,Chinese Taipei,2863000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,ISR,Israel,TWN,Chinese Taipei,4026000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,JPN,Japan,TWN,Chinese Taipei,218206000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,KOR,South Korea,TWN,Chinese Taipei,97680000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,MYS,Malaysia,TWN,Chinese Taipei,47668000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,NLD,Netherlands,TWN,Chinese Taipei,3610000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,SGP,Singapore,TWN,Chinese Taipei,105646000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,SWE,Sweden,TWN,Chinese Taipei,7373000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,USA,United States,TWN,Chinese Taipei,66457000,Taiwan_ITA
layer1_frontend,848640,Machines and apparatus specified in Note 11(C) to this Chapter,2022,VNM,Vietnam,TWN,Chinese Taipei,41817000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,AUT,Austria,TWN,Chinese Taipei,102247000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,BEL,Belgium,TWN,Chinese Taipei,3614000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,CHE,Switzerland,TWN,Chinese Taipei,13067000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,CHN,China,TWN,Chinese Taipei,214608000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,CZE,Czechia,TWN,Chinese Taipei,3933000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,DEU,Germany,TWN,Chinese Taipei,676474000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,FRA,France,TWN,Chinese Taipei,3266000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,GBR,United Kingdom,TWN,Chinese Taipei,9552000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,IND,India,TWN,Chinese Taipei,1268000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,ISR,Israel,TWN,Chinese Taipei,19013000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,JPN,Japan,TWN,Chinese Taipei,1233249000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,KOR,South Korea,TWN,Chinese Taipei,410455000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,MEX,Mexico,TWN,Chinese Taipei,48099000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,MYS,Malaysia,TWN,Chinese Taipei,184114000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,NLD,Netherlands,TWN,Chinese Taipei,954169000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,PHL,Philippines,TWN,Chinese Taipei,2532000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,SGP,Singapore,TWN,Chinese Taipei,656526000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,THA,Thailand,TWN,Chinese Taipei,2675000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,USA,United States,TWN,Chinese Taipei,3584297000,Taiwan_ITA
layer1_frontend,848690,Parts and accessories,2022,VNM,Vietnam,TWN,Chinese Taipei,11139000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,CAN,Canada,TWN,Chinese Taipei,2811000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,CHN,China,TWN,Chinese Taipei,187147000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,DEU,Germany,TWN,Chinese Taipei,273347000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,FRA,France,TWN,Chinese Taipei,1186000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,HKG,Hong Kong SAR China,TWN,Chinese Taipei,14906000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,HUN,Hungary,TWN,Chinese Taipei,1777000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,ISR,Israel,TWN,Chinese Taipei,186974000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,ITA,Italy,TWN,Chinese Taipei,32709000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,JPN,Japan,TWN,Chinese Taipei,526278000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,KOR,South Korea,TWN,Chinese Taipei,46119000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,MEX,Mexico,TWN,Chinese Taipei,5174000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,MYS,Malaysia,TWN,Chinese Taipei,654823000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,NLD,Netherlands,TWN,Chinese Taipei,1866000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,PHL,Philippines,TWN,Chinese Taipei,20255000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,TWN,Chinese Taipei,54887000,Taiwan_ITA
layer1_frontend,903082,For measuring or checking semiconductor wafers or devices (including integrated circuits),2022,USA,United States,TWN,Chinese Taipei,157542000,Taiwan_ITA
