layer,reporter_code,reporter,partner_code,partner,trade_value_usd,weight_marketshare,source,weight_binary,weight_log,from,to,year
layer1_frontend,BEL,Belgium,CHN,China,2585975.316,1.7201178082687767e-4,Comtrade,1,14.765613679725982,BEL,CHN,2022
layer1_frontend,BEL,Belgium,DEU,Germany,8131849.944,3.496528727840728e-4,Comtrade,1,15.911299124000163,BEL,DEU,2022
layer1_frontend,BEL,Belgium,FRA,France,2440805.48,1.6235549298135757e-4,Comtrade,1,14.70783906724833,BEL,FRA,2022
layer1_frontend,BEL,Belgium,ISR,Israel,2333702.224,9.238339959506652e-5,Comtrade,1,14.662966930359215,BEL,ISR,2022
layer1_frontend,BEL,Belgium,JPN,Japan,2635658.529,1.7531656795785085e-4,Comtrade,1,14.784644004274547,BEL,JPN,2022
layer1_frontend,BEL,Belgium,MYS,Malaysia,1264489.953,8.411030349263583e-5,Comtrade,1,14.050180190459999,BEL,MYS,2022
layer1_frontend,BEL,Belgium,NLD,Netherlands,25679410.137,8.627232827534405e-4,Comtrade,1,17.06120010572094,BEL,NLD,2022
layer1_frontend,BEL,Belgium,USA,USA,5359189.353,2.768594122479693e-4,Comtrade,1,15.494323468092473,BEL,USA,2022
layer1_frontend,CAN,Canada,CHN,China,3255367.4,5.99766155823767e-4,Comtrade,1,14.995816006943967,CAN,CHN,2022
layer1_frontend,CAN,Canada,IND,India,3089378.996,5.622084071672805e-5,Comtrade,1,14.943480980197627,CAN,IND,2022
layer1_frontend,CAN,Canada,JPN,Japan,25679582.228,0.0013515345256592754,Comtrade,1,17.061206807215083,CAN,JPN,2022
layer1_frontend,CAN,Canada,KOR,Rep. of Korea,1349243.249,2.4858344306203343e-4,Comtrade,1,14.115055178103823,CAN,KOR,2022
layer1_frontend,CAN,Canada,USA,USA,74534488.66399999,0.004892539131352212,Comtrade,1,18.126772524732257,CAN,USA,2022
layer1_frontend,CHE,Switzerland,AUT,Austria,19962594.494000003,5.983163002679015e-4,Comtrade,1,16.809370855163344,CHE,AUT,2022
layer1_frontend,CHE,Switzerland,CHN,China,116111419.862,0.005862028078330631,Comtrade,1,18.57006081273441,CHE,CHN,2022
layer1_frontend,CHE,Switzerland,DEU,Germany,106063246.171,0.0045970095218062605,Comtrade,1,18.47954614556325,CHE,DEU,2022
layer1_frontend,CHE,Switzerland,FRA,France,6480912.252,3.3079455821066934e-4,Comtrade,1,15.684371992348819,CHE,FRA,2022
layer1_frontend,CHE,Switzerland,GBR,United Kingdom,9330425.009,6.253214495918471e-4,Comtrade,1,16.048791231909753,CHE,GBR,2022
layer1_frontend,CHE,Switzerland,ISR,Israel,5233792.146,2.0718817775846568e-4,Comtrade,1,15.470646840083756,CHE,ISR,2022
layer1_frontend,CHE,Switzerland,ITA,Italy,6391927.613,1.6639241984370753e-4,Comtrade,1,15.67054659818691,CHE,ITA,2022
layer1_frontend,CHE,Switzerland,JPN,Japan,29768859.819,7.294580474810834e-4,Comtrade,1,17.208973466186567,CHE,JPN,2022
layer1_frontend,CHE,Switzerland,KOR,Rep. of Korea,27171623.618,6.156215636903364e-4,Comtrade,1,17.117683774167723,CHE,KOR,2022
layer1_frontend,CHE,Switzerland,MYS,Malaysia,12532722.197999999,4.393227533132631e-4,Comtrade,1,16.343853637496416,CHE,MYS,2022
layer1_frontend,CHE,Switzerland,NLD,Netherlands,29269388.701,0.001158676374586087,Comtrade,1,17.192052807784478,CHE,NLD,2022
layer1_frontend,CHE,Switzerland,SGP,Singapore,23280895.816,5.374650680037404e-4,Comtrade,1,16.963143703109573,CHE,SGP,2022
layer1_frontend,CHE,Switzerland,USA,USA,61777415.089999996,0.0019519983959978974,Comtrade,1,17.939048420203225,CHE,USA,2022
layer1_frontend,CHE,Switzerland,VNM,Viet Nam,2905511.034,5.2874792395076484e-5,Comtrade,1,14.882120192288754,CHE,VNM,2022
layer1_frontend,CHN,China,AUT,Austria,10072380,6.71569989444855e-4,Comtrade,1,16.125307681631856,CHN,AUT,2022
layer1_frontend,CHN,China,BEL,Belgium,2329099,1.19225496774813e-4,Comtrade,1,14.6609924848275,CHN,BEL,2022
layer1_frontend,CHN,China,CAN,Canada,2815943,1.3504005206324747e-4,Comtrade,1,14.850808109698697,CHN,CAN,2022
layer1_frontend,CHN,China,CHE,Switzerland,3195009,1.6117848680986696e-4,Comtrade,1,14.977100775679329,CHN,CHE,2022
layer1_frontend,CHN,China,CZE,Czechia,2310158,1.5366519127727748e-4,Comtrade,1,14.652826911298051,CHN,CZE,2022
layer1_frontend,CHN,China,DEU,Germany,170104679,0.010928723137479312,Comtrade,1,18.951924570215123,CHN,DEU,2022
layer1_frontend,CHN,China,DNK,Denmark,1654725,1.10067637640496e-4,Comtrade,1,14.319145994174525,CHN,DNK,2022
layer1_frontend,CHN,China,FIN,Finland,1163084,2.11659237629435e-5,Comtrade,1,13.966586515674456,CHN,FIN,2022
layer1_frontend,CHN,China,FRA,France,32291640,0.0025812941532359214,Comtrade,1,17.29031896213065,CHN,FRA,2022
layer1_frontend,CHN,China,GBR,United Kingdom,41967000,0.003505801697752345,Comtrade,1,17.552394176954923,CHN,GBR,2022
layer1_frontend,CHN,China,HKG,"China, Hong Kong SAR",325496756,0.02900192805838548,Comtrade,1,19.600863056429624,CHN,HKG,2022
layer1_frontend,CHN,China,IND,India,383849893,0.042034378606559716,Comtrade,1,19.765762133088607,CHN,IND,2022
layer1_frontend,CHN,China,IRL,Ireland,2165753,1.4405977816423705e-4,Comtrade,1,14.588279126685922,CHN,IRL,2022
layer1_frontend,CHN,China,ISR,Israel,24036314,0.0015946968985057132,Comtrade,1,16.995076369692068,CHN,ISR,2022
layer1_frontend,CHN,China,ITA,Italy,22393292,0.0013757445873549983,Comtrade,1,16.9242720523474,CHN,ITA,2022
layer1_frontend,CHN,China,JPN,Japan,665514846,0.04474384373258264,Comtrade,1,20.316071505092285,CHN,JPN,2022
layer1_frontend,CHN,China,KOR,Rep. of Korea,1082521976,0.08452002515584765,Comtrade,1,20.802559319713357,CHN,KOR,2022
layer1_frontend,CHN,China,MEX,Mexico,15823397,0.0010415019158217203,Comtrade,1,16.577000288642697,CHN,MEX,2022
layer1_frontend,CHN,China,MYS,Malaysia,1615520041,0.12908832891300306,Comtrade,1,21.202922749218107,CHN,MYS,2022
layer1_frontend,CHN,China,NLD,Netherlands,73048814,0.0032395013193680655,Comtrade,1,18.106638474263494,CHN,NLD,2022
layer1_frontend,CHN,China,PHL,Philippines,41379539,0.0027938433889205345,Comtrade,1,17.53829711373849,CHN,PHL,2022
layer1_frontend,CHN,China,SGP,Singapore,892699927,0.052788850707632264,Comtrade,1,20.609761055495394,CHN,SGP,2022
layer1_frontend,CHN,China,THA,Thailand,1179125064,0.08116885306810981,Comtrade,1,20.888038530059912,CHN,THA,2022
layer1_frontend,CHN,China,USA,USA,639591389,0.03367395971684054,Comtrade,1,20.276340077295004,CHN,USA,2022
layer1_frontend,CHN,China,VNM,Viet Nam,1617609964,0.15412335257520995,Comtrade,1,21.204215566572536,CHN,VNM,2022
layer1_frontend,CZE,Czechia,AUT,Austria,106445330,0.004213811580280999,Comtrade,1,18.48314208737425,CZE,AUT,2022
layer1_frontend,CZE,Czechia,BEL,Belgium,1249918,6.365937136820172e-4,Comtrade,1,14.038589307178873,CZE,BEL,2022
layer1_frontend,CZE,Czechia,CHN,China,1845049,3.357639385710331e-5,Comtrade,1,14.428016935360562,CZE,CHN,2022
layer1_frontend,CZE,Czechia,DEU,Germany,6503651,7.58306457947487e-4,Comtrade,1,15.687874423243256,CZE,DEU,2022
layer1_frontend,CZE,Czechia,FRA,France,1443025,2.6260319235774496e-5,Comtrade,1,14.182252855611704,CZE,FRA,2022
layer1_frontend,CZE,Czechia,HKG,"China, Hong Kong SAR",1203471,8.005149492444084e-5,Comtrade,1,14.000721270458923,CZE,HKG,2022
layer1_frontend,CZE,Czechia,JPN,Japan,1154048,2.1001485693877157e-5,Comtrade,1,13.958787186153938,CZE,JPN,2022
layer1_frontend,CZE,Czechia,KOR,Rep. of Korea,1511302,1.0052754439641444e-4,Comtrade,1,14.228482750602229,CZE,KOR,2022
layer1_frontend,CZE,Czechia,NLD,Netherlands,3213120,5.8472692394692916e-5,Comtrade,1,14.982753296897142,CZE,NLD,2022
layer1_frontend,CZE,Czechia,SGP,Singapore,3408372,6.20259086254744e-5,Comtrade,1,15.041745609299117,CZE,SGP,2022
layer1_frontend,CZE,Czechia,USA,USA,27111526,0.001234882156587611,Comtrade,1,17.11546954596753,CZE,USA,2022
layer1_frontend,DEU,Germany,AUT,Austria,155036969.168,0.017361259875208562,Comtrade,1,18.859174163655716,DEU,AUT,2022
layer1_frontend,DEU,Germany,BEL,Belgium,6485262.5030000005,2.9095141248241667e-4,Comtrade,1,15.68504300759802,DEU,BEL,2022
layer1_frontend,DEU,Germany,CAN,Canada,9164609.327,3.402798277109578e-4,Comtrade,1,16.030859920839774,DEU,CAN,2022
layer1_frontend,DEU,Germany,CHE,Switzerland,64263375.791999996,0.007648019365251434,Comtrade,1,17.978500459166455,DEU,CHE,2022
layer1_frontend,DEU,Germany,CHN,China,905999913.273,0.17187140049221922,Comtrade,1,20.624549769385837,DEU,CHN,2022
layer1_frontend,DEU,Germany,CZE,Czechia,3333307.463,1.914944146439214e-4,Comtrade,1,15.019475901162377,DEU,CZE,2022
layer1_frontend,DEU,Germany,DNK,Denmark,2426807.952,1.5472032489454197e-4,Comtrade,1,14.702087763851784,DEU,DNK,2022
layer1_frontend,DEU,Germany,FIN,Finland,8132361.351,2.0850226885576665e-4,Comtrade,1,15.911362011394823,DEU,FIN,2022
layer1_frontend,DEU,Germany,FRA,France,142473937.551,0.006508369646934341,Comtrade,1,18.774669653585644,DEU,FRA,2022
layer1_frontend,DEU,Germany,GBR,United Kingdom,43635817.912999995,0.007019340271479566,Comtrade,1,17.591388905746175,DEU,GBR,2022
layer1_frontend,DEU,Germany,HKG,"China, Hong Kong SAR",36725503.654,0.0033616409238618693,Comtrade,1,17.418982021359348,DEU,HKG,2022
layer1_frontend,DEU,Germany,HUN,Hungary,10072923.76,6.034121739164973e-4,Comtrade,1,16.125361665424073,DEU,HUN,2022
layer1_frontend,DEU,Germany,IND,India,74491876.69399999,0.0019423672017853796,Comtrade,1,18.126200653164602,DEU,IND,2022
layer1_frontend,DEU,Germany,IRL,Ireland,58751837.973,0.003015021186101704,Comtrade,1,17.888833012166742,DEU,IRL,2022
layer1_frontend,DEU,Germany,ISR,Israel,85694423.122,0.00501542714720219,Comtrade,1,18.266298318697544,DEU,ISR,2022
layer1_frontend,DEU,Germany,ITA,Italy,135167032.138,0.0097381641811556709,Comtrade,1,18.722021854103197,DEU,ITA,2022
layer1_frontend,DEU,Germany,JPN,Japan,126540498.45999998,0.012850506978347265,Comtrade,1,18.65607296872754,DEU,JPN,2022
layer1_frontend,DEU,Germany,KOR,Rep. of Korea,255733901.36899996,0.039943935915706504,Comtrade,1,19.359648017976316,DEU,KOR,2022
layer1_frontend,DEU,Germany,MYS,Malaysia,326621743.329,0.06491756173018735,Comtrade,1,19.6043133141442,DEU,MYS,2022
layer1_frontend,DEU,Germany,NLD,Netherlands,682973594.971,0.028484836929588923,Comtrade,1,20.34196675788735,DEU,NLD,2022
layer1_frontend,DEU,Germany,PHL,Philippines,5583412.54,4.226455023398239e-4,Comtrade,1,15.535310892837193,DEU,PHL,2022
layer1_frontend,DEU,Germany,SGP,Singapore,88816733.73099999,0.0067000098835939045,Comtrade,1,18.30208564438507,DEU,SGP,2022
layer1_frontend,DEU,Germany,SWE,Sweden,3565343.223,9.968766594186984e-5,Comtrade,1,15.086771163410514,DEU,SWE,2022
layer1_frontend,DEU,Germany,THA,Thailand,9202806.34,1.6747362821393217e-4,Comtrade,1,16.03501914112398,DEU,THA,2022
layer1_frontend,DEU,Germany,USA,USA,664136606.898,0.0647550443122906,Comtrade,1,20.313998421066355,DEU,USA,2022
layer1_frontend,DNK,Denmark,CHE,Switzerland,1465785.789,9.749993447989275e-5,Comtrade,1,14.19790271360751,DNK,CHE,2022
layer1_frontend,DNK,Denmark,CZE,Czechia,1703068.677,6.741874456264488e-5,Comtrade,1,14.347942873076796,DNK,CZE,2022
layer1_frontend,DNK,Denmark,DEU,Germany,10058366.417,6.08332286447171e-4,Comtrade,1,16.123915424873854,DNK,DEU,2022
layer1_frontend,DNK,Denmark,SWE,Sweden,2552298.637,1.0390519720140243e-4,Comtrade,1,14.75250532917205,DNK,SWE,2022
layer1_frontend,DNK,Denmark,USA,USA,5723674.871,4.6739614652691524e-4,Comtrade,1,15.560121791744876,DNK,USA,2022
layer1_frontend,FIN,Finland,CHN,China,13531909.725,2.462551024744419e-4,Comtrade,1,16.420561211536114,FIN,CHN,2022
layer1_frontend,FIN,Finland,DEU,Germany,2508787.268,4.5655171984079656e-5,Comtrade,1,14.735310432788006,FIN,DEU,2022
layer1_frontend,FIN,Finland,USA,USA,6870092.421,1.6077505732574869e-4,Comtrade,1,15.74268826250491,FIN,USA,2022
layer1_frontend,FRA,France,AUT,Austria,8800651.826000001,3.661172419469036e-4,Comtrade,1,15.990336461469608,FRA,AUT,2022
layer1_frontend,FRA,France,CHE,Switzerland,4000060.443,3.332038818402329e-4,Comtrade,1,15.20182027971619,FRA,CHE,2022
layer1_frontend,FRA,France,CHN,China,78780307.47899999,0.004448374585110897,Comtrade,1,18.182173631201323,FRA,CHN,2022
layer1_frontend,FRA,France,DEU,Germany,81201236.52499999,0.004863855848102802,Comtrade,1,18.212441045471436,FRA,DEU,2022
layer1_frontend,FRA,France,FIN,Finland,1021820.117,1.8595188907992894e-5,Comtrade,1,13.83709700213622,FRA,FIN,2022
layer1_frontend,FRA,France,GBR,United Kingdom,12964178.075000001,5.418476395846548e-4,Comtrade,1,16.377700656400254,FRA,GBR,2022
layer1_frontend,FRA,France,HKG,"China, Hong Kong SAR",3269821.197,5.950454668292115e-5,Comtrade,1,15.000246167389,FRA,HKG,2022
layer1_frontend,FRA,France,IND,India,1190127.126,2.1658057386334134e-5,Comtrade,1,13.989571528199395,FRA,IND,2022
layer1_frontend,FRA,France,ISR,Israel,41222760.588,0.002742021710520421,Comtrade,1,17.534501127494902,FRA,ISR,2022
layer1_frontend,FRA,France,ITA,Italy,275700010.201,0.007053825067103114,Comtrade,1,19.434823916621518,FRA,ITA,2022
layer1_frontend,FRA,France,JPN,Japan,50743616.646,0.0032104375430560324,Comtrade,1,17.742296407307684,FRA,JPN,2022
layer1_frontend,FRA,France,KOR,Rep. of Korea,47510081.182,0.0029789148684728523,Comtrade,1,17.676452502944812,FRA,KOR,2022
layer1_frontend,FRA,France,MYS,Malaysia,11473779.843,7.351932500520818e-4,Comtrade,1,16.255575063647786,FRA,MYS,2022
layer1_frontend,FRA,France,NLD,Netherlands,38850456.415,0.002434291454165464,Comtrade,1,17.475230408582494,FRA,NLD,2022
layer1_frontend,FRA,France,SGP,Singapore,149089322.758,0.009617460167657656,Comtrade,1,18.820056172597127,FRA,SGP,2022
layer1_frontend,FRA,France,USA,USA,153788036.029,0.00960858119417508,Comtrade,1,18.851085829364298,FRA,USA,2022
layer1_frontend,GBR,United Kingdom,AUT,Austria,27880976.316,0.0010655973564520536,Comtrade,1,17.143455197618103,GBR,AUT,2022
layer1_frontend,GBR,United Kingdom,BEL,Belgium,4322335.23,1.0581234064518683e-4,Comtrade,1,15.279306608025408,GBR,BEL,2022
layer1_frontend,GBR,United Kingdom,CAN,Canada,2882101.623,5.244878549569398e-5,Comtrade,1,14.874030663165799,GBR,CAN,2022
layer1_frontend,GBR,United Kingdom,CHE,Switzerland,10701624.072,4.912834117942028e-4,Comtrade,1,16.18590616378801,GBR,CHE,2022
layer1_frontend,GBR,United Kingdom,CHN,China,310924706.854,0.007601384329353766,Comtrade,1,19.55506134390084,GBR,CHN,2022
layer1_frontend,GBR,United Kingdom,CZE,Czechia,1149315.943,4.549754160201276e-5,Comtrade,1,13.954678361265067,GBR,CZE,2022
layer1_frontend,GBR,United Kingdom,DEU,Germany,125199872.848,0.005257115366988668,Comtrade,1,18.645422009025932,GBR,DEU,2022
layer1_frontend,GBR,United Kingdom,FIN,Finland,3934825.882,1.2854420146290058e-4,Comtrade,1,15.18537744445671,GBR,FIN,2022
layer1_frontend,GBR,United Kingdom,FRA,France,63790863.274,0.003985868836366427,Comtrade,1,17.9711205448644,GBR,FRA,2022
layer1_frontend,GBR,United Kingdom,HKG,"China, Hong Kong SAR",13677171.818,2.4889859717137144e-4,Comtrade,1,16.431238783449576,GBR,HKG,2022
layer1_frontend,GBR,United Kingdom,IND,India,1934371.596,3.520189576173289e-5,Comtrade,1,14.47529359207565,GBR,IND,2022
layer1_frontend,GBR,United Kingdom,IRL,Ireland,39162998.518,9.810444564503176e-4,Comtrade,1,17.48324296916922,GBR,IRL,2022
layer1_frontend,GBR,United Kingdom,ISR,Israel,3391006.006,1.3276622481034393e-4,Comtrade,1,15.036637487162851,GBR,ISR,2022
layer1_frontend,GBR,United Kingdom,ITA,Italy,7336297.784,2.6246353995231165e-4,Comtrade,1,15.808345020551434,GBR,ITA,2022
layer1_frontend,GBR,United Kingdom,JPN,Japan,38609288.364,0.0016764539568234532,Comtrade,1,17.46900346258023,GBR,JPN,2022
layer1_frontend,GBR,United Kingdom,KOR,Rep. of Korea,40218104.135000005,7.800166104101707e-4,Comtrade,1,17.509827828692735,GBR,KOR,2022
layer1_frontend,GBR,United Kingdom,MYS,Malaysia,28002116.205999997,0.0011244926793962566,Comtrade,1,17.147790679780847,GBR,MYS,2022
layer1_frontend,GBR,United Kingdom,NLD,Netherlands,41225935.107999995,0.0012646375188581,Comtrade,1,17.534578133441396,GBR,NLD,2022
layer1_frontend,GBR,United Kingdom,PHL,Philippines,2160233.314,1.4369262422715546e-4,Comtrade,1,14.585727252480662,GBR,PHL,2022
layer1_frontend,GBR,United Kingdom,SGP,Singapore,18092680.768,7.232516499439069e-4,Comtrade,1,16.711018092265846,GBR,SGP,2022
layer1_frontend,GBR,United Kingdom,SWE,Sweden,8528383.265999999,1.7687460900996617e-4,Comtrade,1,15.95891048370658,GBR,SWE,2022
layer1_frontend,GBR,United Kingdom,USA,USA,152318019.523,0.006932731544350636,Comtrade,1,18.84148113340687,GBR,USA,2022
layer1_frontend,HKG,"China, Hong Kong SAR",CHN,China,2403808016.715,0.13816502044191886,Comtrade,1,21.60031999091088,HKG,CHN,2022
layer1_frontend,HKG,"China, Hong Kong SAR",DEU,Germany,15106195.553,5.863424282035697e-4,Comtrade,1,16.53061558535568,HKG,DEU,2022
layer1_frontend,HKG,"China, Hong Kong SAR",GBR,United Kingdom,2456498.565,9.724449254974977e-5,Comtrade,1,14.714247953509611,HKG,GBR,2022
layer1_frontend,HKG,"China, Hong Kong SAR",IND,India,1265061.84,1.232939024457683e-4,Comtrade,1,14.05063235479928,HKG,IND,2022
layer1_frontend,HKG,"China, Hong Kong SAR",JPN,Japan,58287430.608,0.002739718939944331,Comtrade,1,17.880897046741815,HKG,JPN,2022
layer1_frontend,HKG,"China, Hong Kong SAR",KOR,Rep. of Korea,74361577.152,0.0026846500051481963,Comtrade,1,18.124449943723025,HKG,KOR,2022
layer1_frontend,HKG,"China, Hong Kong SAR",MEX,Mexico,5301188.556,4.5727342892019603e-4,Comtrade,1,15.483441797866748,HKG,MEX,2022
layer1_frontend,HKG,"China, Hong Kong SAR",MYS,Malaysia,143172804.587,0.012566056869881076,Comtrade,1,18.779562889337843,HKG,MYS,2022
layer1_frontend,HKG,"China, Hong Kong SAR",NLD,Netherlands,1397972.14,5.534100173715662e-5,Comtrade,1,14.150533988429657,HKG,NLD,2022
layer1_frontend,HKG,"China, Hong Kong SAR",PHL,Philippines,36102178.877000004,0.003058310604164755,Comtrade,1,17.401863805884478,HKG,PHL,2022
layer1_frontend,HKG,"China, Hong Kong SAR",SGP,Singapore,180401168.396,0.006808785762151943,Comtrade,1,19.010693647811255,HKG,SGP,2022
layer1_frontend,HKG,"China, Hong Kong SAR",SWE,Sweden,2620644.59,1.0374248002371499e-4,Comtrade,1,14.778931253780664,HKG,SWE,2022
layer1_frontend,HKG,"China, Hong Kong SAR",THA,Thailand,46353199.147,0.004140093070858764,Comtrade,1,17.651800890677997,HKG,THA,2022
layer1_frontend,HKG,"China, Hong Kong SAR",USA,USA,323088821.58199996,0.009099536122455771,Comtrade,1,19.59343783589735,HKG,USA,2022
layer1_frontend,HKG,"China, Hong Kong SAR",VNM,Viet Nam,30215183.831,0.0021571825197880994,Comtrade,1,17.223855164952532,HKG,VNM,2022
layer1_frontend,HUN,Hungary,AUT,Austria,6462007,2.558090611251511e-4,Comtrade,1,15.681450663372623,HUN,AUT,2022
layer1_frontend,HUN,Hungary,CHN,China,3142404,5.789538738777162e-4,Comtrade,1,14.960498988281547,HUN,CHN,2022
layer1_frontend,HUN,Hungary,DEU,Germany,6335938,1.5461283860342823e-4,Comtrade,1,15.661748584904801,HUN,DEU,2022
layer1_frontend,HUN,Hungary,JPN,Japan,1038090,1.912568297818226e-4,Comtrade,1,13.852894007458753,HUN,JPN,2022
layer1_frontend,HUN,Hungary,KOR,Rep. of Korea,2824693,5.204190660606555e-4,Comtrade,1,14.853910598111726,HUN,KOR,2022
layer1_frontend,HUN,Hungary,MYS,Malaysia,1287061,2.3712703772873486e-4,Comtrade,1,14.067872659466106,HUN,MYS,2022
layer1_frontend,HUN,Hungary,SGP,Singapore,1325849,2.442733062734442e-4,Comtrade,1,14.097564321157204,HUN,SGP,2022
layer1_frontend,IND,India,HKG,"China, Hong Kong SAR",1219849.25,4.828971732106135e-5,Comtrade,1,14.014238663273906,IND,HKG,2022
layer1_frontend,IND,India,JPN,Japan,8744592.086,2.784053875953041e-4,Comtrade,1,15.983946134305924,IND,JPN,2022
layer1_frontend,IND,India,KOR,Rep. of Korea,3161978.866,5.825603307500144e-4,Comtrade,1,14.966708929242351,IND,KOR,2022
layer1_frontend,IND,India,SGP,Singapore,11016266.101,4.36096817660773e-4,Comtrade,1,16.21488356573793,IND,SGP,2022
layer1_frontend,IND,India,USA,USA,10883451.071,4.3083911860108325e-4,Comtrade,1,16.202754035005032,IND,USA,2022
layer1_frontend,IRL,Ireland,CHN,China,3360922.644,6.192135653299628e-4,Comtrade,1,15.02772638821056,IRL,CHN,2022
layer1_frontend,IRL,Ireland,DEU,Germany,13002751.736,5.147350836403594e-4,Comtrade,1,16.380671641933247,IRL,DEU,2022
layer1_frontend,IRL,Ireland,GBR,United Kingdom,27806960.081,0.0012634462443239154,Comtrade,1,17.14079694591349,IRL,GBR,2022
layer1_frontend,IRL,Ireland,ISR,Israel,21475791.621999998,9.644092974469303e-4,Comtrade,1,16.882436934210514,IRL,ISR,2022
layer1_frontend,IRL,Ireland,JPN,Japan,10766557.689,4.2621170388284417e-4,Comtrade,1,16.191955470589036,IRL,JPN,2022
layer1_frontend,IRL,Ireland,KOR,Rep. of Korea,6573730.839,2.6023183107261284e-4,Comtrade,1,15.698592241227377,IRL,KOR,2022
layer1_frontend,IRL,Ireland,MYS,Malaysia,1539082.172,2.8355920680330393e-4,Comtrade,1,14.246697454245743,IRL,MYS,2022
layer1_frontend,IRL,Ireland,NLD,Netherlands,6774786.255,3.281331789587382e-4,Comtrade,1,15.728718522760987,IRL,NLD,2022
layer1_frontend,IRL,Ireland,USA,USA,52465205.772,0.0020011765508121146,Comtrade,1,17.775660779708097,IRL,USA,2022
layer1_frontend,ISR,Israel,BEL,Belgium,67753000,0.001874724831762045,Comtrade,1,18.031379311946033,ISR,BEL,2022
layer1_frontend,ISR,Israel,CHN,China,122553000,0.02056674147309119,Comtrade,1,18.624054155602668,ISR,CHN,2022
layer1_frontend,ISR,Israel,DEU,Germany,14881000,0.0014855310104378325,Comtrade,1,16.51559585661197,ISR,DEU,2022
layer1_frontend,ISR,Israel,FRA,France,2686000,4.94866384219071e-4,Comtrade,1,14.80356402836607,ISR,FRA,2022
layer1_frontend,ISR,Israel,HKG,"China, Hong Kong SAR",68959000,0.012287482266643595,Comtrade,1,18.049022697555845,ISR,HKG,2022
layer1_frontend,ISR,Israel,IND,India,2536000,4.6723051019343417e-4,Comtrade,1,14.746098988860943,ISR,IND,2022
layer1_frontend,ISR,Israel,IRL,Ireland,19758000,0.001036771775552513,Comtrade,1,16.799069081198965,ISR,IRL,2022
layer1_frontend,ISR,Israel,JPN,Japan,8483000,0.0013489596992489793,Comtrade,1,15.95357483667269,ISR,JPN,2022
layer1_frontend,ISR,Israel,KOR,Rep. of Korea,27924000,0.005018518530938146,Comtrade,1,17.144997127883915,ISR,KOR,2022
layer1_frontend,ISR,Israel,MYS,Malaysia,1575000,1.5350071452007838e-4,Comtrade,1,14.269766465162304,ISR,MYS,2022
layer1_frontend,ISR,Israel,NLD,Netherlands,9778000,3.870780393276775e-4,Comtrade,1,16.095645624391125,ISR,NLD,2022
layer1_frontend,ISR,Israel,SGP,Singapore,16198000,0.0022702367867408787,Comtrade,1,16.600398397527087,ISR,SGP,2022
layer1_frontend,ISR,Israel,USA,USA,128322000,0.015135188502422292,Comtrade,1,18.670053295788826,ISR,USA,2022
layer1_frontend,ISR,Israel,VNM,Viet Nam,1757000,3.237082044202933e-4,Comtrade,1,14.379118936321035,ISR,VNM,2022
layer1_frontend,ITA,Italy,AUT,Austria,4756773.354,2.88849391146309e-4,Comtrade,1,15.375080339771813,ITA,AUT,2022
layer1_frontend,ITA,Italy,CHE,Switzerland,8159667.358000001,5.65482073970069e-4,Comtrade,1,15.914714083712404,ITA,CHE,2022
