iso3_i,iso3_j,n_votes,n_agree,unga_sim
ISR,BEL,88,39,0.4431818181818182
ISR,CAN,88,52,0.5909090909090909
ISR,CHE,87,31,0.3563218390804598
ISR,CHN,86,15,0.1744186046511628
ISR,CZE,88,43,0.48863636363636365
ISR,DEU,88,41,0.4659090909090909
ISR,DNK,88,40,0.45454545454545453
ISR,FIN,88,35,0.3977272727272727
ISR,FRA,88,43,0.48863636363636365
ISR,GBR,88,48,0.5454545454545454
ISR,HUN,88,42,0.4772727272727273
ISR,IND,88,18,0.20454545454545456
ISR,IRL,88,33,0.375
ISR,ITA,88,38,0.4318181818181818
ISR,JPN,88,28,0.3181818181818182
ISR,KOR,88,38,0.4318181818181818
ISR,MEX,88,19,0.2159090909090909
ISR,MYS,88,16,0.18181818181818182
