layer,hs_code,hs_desc,year,reporter_code,reporter,partner_code,partner,trade_value_usd,reporter_rank,reporter_export_share,reporter_selection_reason
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,AUT,Austria,5181099.362,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,CHN,China,1538561577.28,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,FRA,France,38261362.359,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,DEU,Germany,35092501.388,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,HKG,"China, Hong Kong SAR",116865474.163,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,HUN,Hungary,2637979.202,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,IRL,Ireland,35778363.331,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,ISR,Israel,60606484.418,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,ITA,Italy,31490442.884,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,JPN,Japan,322242050.923,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,KOR,Rep. of Korea,1189363360.786,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,MYS,Malaysia,331598342.251,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,MEX,Mexico,6428664.157,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,NLD,Netherlands,37110401.771,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,PHL,Philippines,40988844.704,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,VNM,Viet Nam,12092308.005,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,CHE,Switzerland,2473906.91,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,THA,Thailand,35486616.958,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,GBR,United Kingdom,4893350.33,3,0.13527957970075286,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,SGP,Singapore,USA,USA,421730496.587,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,AUT,Austria,5124760.146,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,CAN,Canada,1772979.687,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,CHN,China,195225006.905,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,FRA,France,6863790.365,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,DEU,Germany,22249061.13,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,HKG,"China, Hong Kong SAR",24583478.196,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,HUN,Hungary,2602000.962,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,IRL,Ireland,24976212.721,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,ISR,Israel,35458162.654,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,ITA,Italy,2633733.796,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,JPN,Japan,136105676.014,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,KOR,Rep. of Korea,254297999.546,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,MYS,Malaysia,406482055.85,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,MEX,Mexico,4044845.012,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,NLD,Netherlands,33456082.629,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,PHL,Philippines,23784865.286,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,IND,India,3991596.463,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,VNM,Viet Nam,8701523.921,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,CHE,Switzerland,2199614.358,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,THA,Thailand,18555464.909,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,GBR,United Kingdom,3359145.545,3,0.13527957970075286,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,SGP,Singapore,USA,USA,430469503.099,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,CHN,China,30377125.913,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,FRA,France,1302103.721,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,DEU,Germany,1960741.534,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,HKG,"China, Hong Kong SAR",10227625.224,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,ITA,Italy,3145053.186,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,JPN,Japan,12070931.555,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,KOR,Rep. of Korea,19877583.62,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,MYS,Malaysia,44975019.987,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,PHL,Philippines,35955652.015,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,IND,India,1350731.864,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,THA,Thailand,8467370.875,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,GBR,United Kingdom,3399818.901,3,0.13527957970075286,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,SGP,Singapore,USA,USA,47313421.337,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,CAN,Canada,1167752.174,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,CHN,China,163351910.25,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,FRA,France,3743964.452,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,DEU,Germany,43579101.711,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,HKG,"China, Hong Kong SAR",206144772.601,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,JPN,Japan,29315788.874,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,KOR,Rep. of Korea,42814967.767,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,MYS,Malaysia,185305575.104,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,MEX,Mexico,20746304.847,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,NLD,Netherlands,2393633.7,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,PHL,Philippines,28939860.442,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,IND,India,58560481.52,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,VNM,Viet Nam,22767063.789,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,THA,Thailand,68831702.488,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,GBR,United Kingdom,5575769.091,3,0.13527957970075286,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,SGP,Singapore,USA,USA,75821534.923,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,CAN,Canada,1128279.253,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,CHN,China,36966049.257,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,DEU,Germany,11462474.109,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,HKG,"China, Hong Kong SAR",40460215.111,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,JPN,Japan,7436067.201,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,KOR,Rep. of Korea,17697076.854,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,MYS,Malaysia,34342383.884,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,MEX,Mexico,8842403.514,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,NLD,Netherlands,2928451.881,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,PHL,Philippines,6359847.668,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,IND,India,9734999.257,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,VNM,Viet Nam,4474724.122,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,THA,Thailand,11590058.248,3,0.13527957970075286,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,SGP,Singapore,USA,USA,33112486.159,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,AUT,Austria,1184445.114,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,CAN,Canada,3616867.015,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,CHN,China,789278291.385,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,CZE,Czechia,2463060.924,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,FRA,France,12053184.698,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,DEU,Germany,344942248.658,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,HKG,"China, Hong Kong SAR",1171193583.739,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,HUN,Hungary,2603244.918,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,ITA,Italy,1147253.383,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,JPN,Japan,153367907.366,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,KOR,Rep. of Korea,240945105.469,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,MYS,Malaysia,500811625.072,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,MEX,Mexico,108568259.719,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,NLD,Netherlands,5835467.108,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,PHL,Philippines,61717731.273,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,IND,India,118285809.508,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,VNM,Viet Nam,45489814.474,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,SWE,Sweden,1854110.248,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,CHE,Switzerland,1634079.543,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,THA,Thailand,227840799.4,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,GBR,United Kingdom,12551125.219,3,0.13527957970075286,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,SGP,Singapore,USA,USA,412124243.461,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,CHN,China,4466887.565,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,HKG,"China, Hong Kong SAR",3138026.832,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,KOR,Rep. of Korea,2209569.629,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,MYS,Malaysia,10364553.173,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,IND,India,10296061.635,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,VNM,Viet Nam,2940961.068,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,THA,Thailand,3141736.213,3,0.13527957970075286,coverage_threshold
layer2_backend,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",2022,SGP,Singapore,USA,USA,2449996.127,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,CHN,China,67554388.661,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,DEU,Germany,14687088.949,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,HKG,"China, Hong Kong SAR",168561261.546,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,JPN,Japan,10801988.859,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,KOR,Rep. of Korea,71986729.804,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,MYS,Malaysia,118142331.027,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,PHL,Philippines,8881015.458,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,IND,India,19405142.373,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,VNM,Viet Nam,40315087.21,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,THA,Thailand,22969201.12,3,0.13527957970075286,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,SGP,Singapore,USA,USA,42872511.771,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,AUT,Austria,1571196.322,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,BEL,Belgium,3144258.94,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,CAN,Canada,1360698.74,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,CHN,China,81277069.004,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,DEU,Germany,161881377.129,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,HKG,"China, Hong Kong SAR",567343995.118,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,HUN,Hungary,3283146.029,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,ISR,Israel,5942931.082,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,JPN,Japan,43917874.68,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,KOR,Rep. of Korea,33470984.708,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,MYS,Malaysia,1207193193.443,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,MEX,Mexico,9451734.267,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,NLD,Netherlands,377241351.841,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,PHL,Philippines,30266524.849,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,IND,India,100607569.695,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,VNM,Viet Nam,46442553.834,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,THA,Thailand,143447291.088,3,0.13527957970075286,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,SGP,Singapore,GBR,United Kingdom,4079459.616,3,0.13527957970075286,coverage_threshold
